,Player18,Pos18,Age18,Tm18,G18,GS18,MP18,FG18,FGA18,FG%18,3P18,3PA18,3P%18,2P18,2PA18,2P%18,FT18,FTA18,FT%18,ORB18,DRB18,TRB18,AST18,STL18,BLK18,TOV18,PF18,PTS18,ORtg18,DRtg18,PER18,TS%18,3PAr18,FTr18,ORB%18,DRB%18,TRB%18,AST%18,STL%18,BLK%18,TOV%18,USG%18,OWS18,DWS18,WS18,WS/4818,OBPM18,DBPM18,BPM18,VORP18,Games1818,FB18,PAINTPTS18,TO_PTS18,2ND_PTS18,Q1PTS18,Q2PTS18,Q3PTS18,Q4PTS18,PPP18,>8ft%18,8-16ft%18,16-24ft%18,24+%18,BCS%18,>8FTU18,8-16FTU18,16-24FTU18,24+U18,BCU18,AVGDISTA18,AVGDISTM18,AVGDISTF18,AFGM18,JS18,LU18,DUN18,TIPIN18,JS%18,Layup%1818,DUN%18,2PT_m18,3PT_m18,FT_m18,AB_3U18,MRU18,paint_nonra18,ra_usage18,RC_318,LC_318,backcourt_usage18,AB3%18,MR%18,paint_nonra%18,RA%18,RC3%18,LC3%18,BC%18, 18, .118,Player
98,Troy Caupain,PG,23.0,ORL,4.0,0.0,16.0,12.2,24.5,0.5,6.1,9.2,0.667,6.1,15.3,0.4,0.0,0.0,0.0,3.1,6.1,9.2,12.2,3.1,0.0,0.0,0.0,30.6,144.0,107.0,30.7,0.625,0.375,0.0,6.6,13.6,10.0,42.5,3.1,0.0,0.0,21.8,0.1,0.0,0.1,0.34700000000000003,9.4,-0.4,8.9,0.0,4.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,2.5,1.25,0.0,0.5,0.5,0.667,0.0,12.5,25.0,25.0,37.5,0.0,17.38,20.75,14.0,25.0,87.5,12.5,0.0,0.0,0.5710000000000001,0.0,0.0,40.0,60.0,0.0,37.5,37.5,12.5,12.5,0.0,0.0,0.0,0.667,0.33299999999999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Troy Caupain
99,Tyler Cavanaugh,PF,24.0,UTA,11.0,0.0,39.0,3.7,12.3,0.3,1.2,6.1,0.2,2.5,6.1,0.4,2.5,2.5,1.0,3.7,6.1,9.8,1.2,0.0,0.0,1.2,3.7,11.0,97.0,112.0,5.0,0.414,0.5,0.2,8.5,13.6,11.1,3.4,0.0,0.0,8.4,13.0,0.0,0.0,0.0,0.026000000000000002,-4.8,-2.1,-6.9,0.0,11.0,0.18,0.36,0.0,0.0,0.0,0.0,0.0,0.82,0.9,0.4,0.0,0.0,0.2,0.0,50.0,0.0,0.0,50.0,0.0,13.5,9.0,15.43,100.0,60.0,40.0,0.0,0.0,0.16699999999999998,0.5,0.0,44.44,33.33,22.22,20.0,0.0,20.0,30.0,10.0,20.0,0.0,0.5,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,Tyler Cavanaugh
100,Tyson Chandler,C,36.0,TOT,55.0,6.0,875.0,3.3,5.3,0.616,0.0,0.1,0.0,3.3,5.2,0.622,2.7,4.6,0.586,4.9,11.5,16.4,2.0,1.1,1.2,2.2,5.9,9.2,120.0,108.0,11.2,0.63,0.01,0.879,11.1,25.3,18.3,5.3,1.1,2.2,23.4,8.5,0.9,1.2,2.1,0.114,-3.1,1.8,-1.3,0.2,55.0,0.15,2.22,0.49,1.15,1.13,0.95,0.71,0.36,1.7480000000000002,0.625,1.0,0.0,0.0,0.0,96.97,1.01,1.01,1.01,0.0,1.56,0.95,2.53,67.21,8.08,31.31,34.34,26.26,0.375,0.452,0.912,70.52,0.0,29.48,1.01,1.01,7.07,90.91,0.0,0.0,0.0,0.0,0.0,0.429,0.644,0.0,0.0,0.0,0.0,0.0,Tyson Chandler
101,Wilson Chandler,PF-SF,31.0,TOT,51.0,33.0,1177.0,4.6,11.0,0.418,2.4,6.3,0.373,2.2,4.6,0.478,0.7,1.0,0.72,1.9,6.7,8.6,3.3,1.0,0.8,1.8,4.9,12.2,107.0,112.0,8.5,0.537,0.579,0.092,4.4,14.6,9.7,9.1,1.0,1.4,13.9,11.8,0.5,1.0,1.5,0.062,-1.3,0.3,-1.0,0.3,50.0,1.28,1.68,0.74,0.68,1.8,1.74,1.18,1.26,1.128,0.5489999999999999,0.35,0.3,0.38299999999999995,0.0,26.79,7.55,7.55,58.11,0.0,17.45,15.83,18.61,80.18,80.75,15.09,1.13,3.02,0.38299999999999995,0.625,0.667,34.78,59.2,6.02,41.13,10.94,10.94,20.0,11.32,5.66,0.0,0.385,0.345,0.44799999999999995,0.547,0.433,0.267,0.0,0.0,0.0,Wilson Chandler
102,Joe Chealey,PG,23.0,CHO,1.0,0.0,8.0,6.1,18.2,0.33299999999999996,0.0,0.0,0.0,6.1,18.2,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,6.1,12.2,86.0,121.0,2.0,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,16.2,0.0,0.0,0.0,-0.08,-9.0,-8.2,-17.2,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.667,0.5,0.0,0.0,0.0,0.0,66.67,33.33,0.0,0.0,0.0,8.33,7.0,9.0,100.0,100.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.0,100.0,0.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Chealey
103,Chris Chiozza,PG,23.0,HOU,7.0,0.0,33.0,3.0,11.9,0.25,3.0,7.4,0.4,0.0,4.5,0.0,0.0,0.0,0.0,1.5,4.5,5.9,5.9,1.5,1.5,1.5,3.0,8.9,97.0,112.0,7.0,0.375,0.625,0.0,3.3,10.3,6.7,16.1,1.5,2.6,11.1,11.8,0.0,0.0,0.0,0.023,-4.5,-0.2,-4.7,0.0,7.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.86,0.75,0.0,0.0,0.0,0.4,0.0,25.0,0.0,12.5,62.5,0.0,18.63,25.0,16.5,100.0,75.0,25.0,0.0,0.0,0.33299999999999996,0.0,0.0,0.0,100.0,0.0,37.5,12.5,12.5,12.5,12.5,12.5,0.0,0.33299999999999996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Chris Chiozza
104,Marquese Chriss,PF,21.0,TOT,43.0,2.0,499.0,6.7,17.9,0.37200000000000005,1.6,7.1,0.222,5.1,10.7,0.47200000000000003,3.2,4.5,0.711,4.0,10.1,14.1,2.2,1.7,1.1,3.6,8.0,18.1,92.0,113.0,9.2,0.455,0.4,0.25,8.6,23.6,15.8,6.5,1.7,1.9,15.3,20.6,-0.6,0.4,-0.2,-0.023,-4.8,-1.4,-6.2,-0.5,43.0,0.42,2.33,0.88,0.79,0.93,0.67,0.88,1.51,1.011,0.475,0.5,0.0,0.222,0.0,56.11,3.33,0.56,40.0,0.0,11.36,7.15,13.86,73.13,50.0,22.22,18.89,8.89,0.267,0.225,0.6759999999999999,56.04,26.37,17.58,25.56,2.22,12.22,45.56,6.67,7.78,0.0,0.196,0.25,0.318,0.524,0.083,0.429,0.0,0.0,0.0,Marquese Chriss
105,Gary Clark,PF,24.0,HOU,51.0,2.0,641.0,3.8,11.6,0.331,3.1,10.6,0.297,0.7,1.0,0.6920000000000001,0.5,0.5,1.0,1.8,7.0,8.9,1.4,1.5,2.0,0.5,3.6,11.3,108.0,110.0,9.2,0.48,0.914,0.046,4.1,16.2,10.0,3.8,1.5,3.5,4.3,10.9,0.3,0.7,1.0,0.071,-2.4,0.6,-1.8,0.0,51.0,0.24,0.35,0.39,0.53,0.45,0.75,0.67,1.04,0.98,0.75,0.0,0.0,0.297,0.0,7.95,0.66,0.0,91.39,0.0,23.05,21.02,24.06,86.0,93.38,3.97,1.99,0.66,0.305,0.667,0.667,12.16,83.11,4.73,64.24,0.0,1.99,6.62,15.23,11.92,0.0,0.35100000000000003,0.0,0.33299999999999996,0.8,0.174,0.16699999999999998,0.0,0.0,0.0,Gary Clark
106,Ian Clark,SG,27.0,NOP,60.0,6.0,973.0,7.2,18.3,0.39399999999999996,3.2,9.6,0.327,4.1,8.6,0.47,1.6,1.8,0.892,0.6,3.6,4.3,4.5,1.1,0.4,2.8,4.5,19.2,98.0,116.0,8.3,0.502,0.527,0.09699999999999999,1.4,8.0,4.7,12.9,1.1,0.7,12.7,19.3,-0.4,0.3,-0.1,-0.003,-2.2,-2.9,-5.1,-0.8,59.0,1.05,2.14,0.49,0.66,1.64,1.66,1.17,2.08,1.04,0.488,0.5,0.406,0.321,0.0,21.93,17.11,8.56,52.41,0.0,17.09,15.05,18.43,68.92,84.22,15.78,0.0,0.0,0.371,0.525,0.0,43.19,49.36,7.46,39.84,14.17,18.98,14.44,6.42,6.15,0.0,0.309,0.415,0.451,0.574,0.375,0.348,0.0,0.0,0.0,Ian Clark
107,Jordan Clarkson,SG,26.0,CLE,81.0,0.0,2214.0,11.9,26.5,0.44799999999999995,3.2,10.0,0.324,8.6,16.5,0.524,3.6,4.3,0.8440000000000001,1.8,4.2,6.1,4.4,1.3,0.3,3.0,2.5,30.6,107.0,119.0,16.8,0.539,0.377,0.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,1.9,-0.1,1.8,0.039,1.5,-3.5,-2.0,0.0,81.0,1.64,6.72,2.64,1.42,3.48,4.75,3.33,5.05,1.156,0.56,0.496,0.45,0.324,0.0,33.14,20.68,8.47,37.63,0.08,14.17,11.72,16.15,40.64,76.02,20.59,1.53,1.86,0.405,0.584,0.889,56.45,31.67,11.88,29.58,19.24,20.17,22.88,3.31,4.75,0.08,0.315,0.498,0.429,0.63,0.282,0.41100000000000003,0.0,0.0,0.0,Jordan Clarkson
108,John Collins,PF,21.0,ATL,61.0,59.0,1829.0,11.7,21.0,0.56,1.4,4.0,0.348,10.4,17.0,0.609,5.1,6.7,0.763,5.5,9.5,15.0,3.1,0.6,1.0,3.0,5.0,30.0,122.0,115.0,21.8,0.627,0.19,0.32,12.3,22.1,17.1,11.0,0.6,1.8,11.2,23.7,5.0,1.0,6.0,0.158,2.6,-1.2,1.4,1.6,60.0,1.93,13.0,2.72,4.2,5.57,5.12,3.95,4.9,1.436,0.6559999999999999,0.354,0.2,0.359,0.0,69.6,9.65,1.83,18.68,0.24,7.15,4.57,10.46,75.65,36.87,37.0,19.29,6.84,0.371,0.5579999999999999,0.8859999999999999,68.88,14.03,17.09,12.21,5.98,15.51,59.58,3.17,3.3,0.24,0.29,0.306,0.37799999999999995,0.701,0.423,0.556,0.0,0.0,0.0,John Collins
109,Zach Collins,C,21.0,POR,77.0,0.0,1356.0,6.8,14.3,0.473,1.4,4.3,0.331,5.3,10.0,0.534,3.4,4.5,0.746,3.9,7.7,11.6,2.5,0.9,2.4,2.8,6.2,18.3,112.0,110.0,13.5,0.562,0.303,0.315,8.8,16.5,12.7,7.1,0.9,3.9,14.5,16.6,1.4,1.5,2.9,0.10400000000000001,-0.9,1.0,0.1,0.7,77.0,0.42,3.61,0.81,1.44,1.16,2.0,1.14,2.35,1.28,0.601,0.359,0.059000000000000004,0.331,0.0,55.75,9.75,4.25,30.25,0.0,10.34,7.13,13.21,70.9,57.5,31.25,7.5,3.75,0.35200000000000004,0.608,0.833,58.2,23.44,18.36,27.5,11.0,12.0,46.75,1.0,1.75,0.0,0.336,0.22699999999999998,0.45799999999999996,0.626,0.0,0.429,0.0,0.0,0.0,Zach Collins
110,Darren Collison,PG,31.0,IND,76.0,76.0,2143.0,7.0,15.0,0.467,1.8,4.4,0.40700000000000003,5.2,10.6,0.49200000000000005,3.6,4.3,0.8320000000000001,0.8,4.5,5.3,10.5,2.5,0.2,2.9,3.1,19.5,118.0,108.0,16.7,0.574,0.294,0.28800000000000003,1.9,9.9,6.0,29.9,2.5,0.4,14.4,17.7,3.9,2.9,6.8,0.153,1.2,0.0,1.2,1.8,76.0,1.96,3.18,2.36,1.04,3.5,1.59,3.96,2.17,1.294,0.537,0.444,0.46299999999999997,0.41100000000000003,0.0,30.5,9.56,30.8,28.83,0.3,14.68,13.46,15.75,42.53,71.78,27.77,0.15,0.3,0.431,0.557,1.0,53.69,27.78,18.52,18.97,35.81,8.04,27.01,5.31,4.7,0.15,0.344,0.462,0.34,0.579,0.5710000000000001,0.484,0.0,0.0,0.0,Darren Collison
111,Bonzie Colson,SF,23.0,MIL,8.0,2.0,98.0,6.2,18.5,0.33299999999999996,2.4,10.0,0.23800000000000002,3.8,8.5,0.444,3.8,4.3,0.889,3.8,10.4,14.2,1.4,2.4,0.5,1.4,1.4,18.5,100.0,103.0,12.9,0.45399999999999996,0.5379999999999999,0.231,8.8,21.5,15.5,4.0,2.4,0.9,6.5,19.6,0.0,0.2,0.2,0.085,-3.3,-1.0,-4.3,-0.1,8.0,1.13,1.75,0.38,1.0,1.0,1.63,0.63,1.63,1.0,0.467,0.0,1.0,0.25,0.0,38.46,5.13,2.56,51.28,2.56,15.72,11.69,17.73,92.31,64.1,23.08,5.13,7.69,0.28,0.444,0.5,41.03,38.46,20.51,30.77,7.69,5.13,33.33,7.69,12.82,2.56,0.25,0.33299999999999996,0.5,0.462,0.667,0.0,0.0,0.0,0.0,Bonzie Colson
112,Mike Conley,PG,31.0,MEM,70.0,70.0,2342.0,10.4,23.8,0.43799999999999994,3.3,9.0,0.364,7.1,14.7,0.483,7.3,8.6,0.845,0.8,4.2,5.1,9.5,2.0,0.5,2.8,2.6,31.4,117.0,111.0,21.4,0.569,0.38,0.363,1.9,9.7,5.7,33.4,2.0,0.9,9.1,27.3,5.7,2.3,8.0,0.16399999999999998,4.8,-1.3,3.4,3.2,70.0,1.87,7.09,3.41,1.39,3.77,5.81,5.26,5.91,1.32,0.518,0.467,0.423,0.366,0.0,29.29,20.45,12.23,37.77,0.27,14.85,13.19,16.15,39.59,77.68,22.23,0.0,0.09,0.408,0.5379999999999999,0.0,45.33,31.46,23.21,32.95,17.59,22.14,22.23,2.68,2.23,0.18,0.35200000000000004,0.442,0.44799999999999995,0.55,0.467,0.44,0.0,0.0,0.0,Mike Conley
113,Pat Connaughton,SG,26.0,MIL,61.0,2.0,1261.0,6.0,12.9,0.466,2.4,7.4,0.33,3.6,5.5,0.647,1.1,1.5,0.725,2.2,7.3,9.5,4.5,1.2,0.9,1.2,3.0,15.5,122.0,107.0,13.6,0.573,0.5710000000000001,0.114,5.2,15.0,10.4,12.6,1.2,1.7,8.2,13.3,2.0,1.9,3.9,0.149,0.4,1.2,1.6,1.2,61.0,0.89,2.98,0.67,1.03,0.92,1.98,1.51,2.49,1.203,0.674,0.4,0.5,0.33,0.0,37.71,2.86,2.29,57.14,0.0,15.93,11.77,19.55,82.82,65.71,18.57,12.57,3.14,0.348,0.615,0.841,46.08,47.03,6.89,46.57,2.86,6.29,33.71,4.57,6.0,0.0,0.331,0.6,0.364,0.703,0.313,0.33299999999999996,0.0,0.0,0.0,Pat Connaughton
114,Quinn Cook,PG,25.0,GSW,74.0,10.0,1059.0,9.2,19.7,0.465,3.6,9.0,0.405,5.5,10.7,0.515,0.9,1.2,0.769,1.0,6.1,7.1,5.2,0.9,0.1,2.2,4.1,22.9,110.0,113.0,13.1,0.565,0.456,0.059000000000000004,2.3,13.0,7.9,15.2,0.9,0.2,10.0,20.2,1.0,0.8,1.8,0.08199999999999999,-0.2,-2.7,-2.9,-0.2,74.0,1.27,1.84,0.85,0.49,0.86,1.99,1.23,2.8,1.159,0.5489999999999999,0.44799999999999995,0.519,0.40700000000000003,0.0,23.23,13.21,18.0,45.33,0.23,16.99,15.84,17.99,56.86,80.41,18.91,0.23,0.46,0.442,0.5660000000000001,0.0,48.33,47.74,3.93,35.54,23.92,11.85,18.68,4.1,5.69,0.23,0.397,0.524,0.442,0.5489999999999999,0.278,0.56,0.0,0.0,0.0,Quinn Cook
115,DeMarcus Cousins,C,28.0,GSW,30.0,30.0,771.0,11.0,22.9,0.48,1.6,5.9,0.27399999999999997,9.4,17.0,0.551,6.5,8.9,0.736,2.7,12.6,15.2,6.6,2.5,2.7,4.4,6.7,30.1,109.0,102.0,21.4,0.562,0.256,0.38799999999999996,6.2,27.0,17.1,20.4,2.5,4.8,14.2,28.1,0.9,1.5,2.4,0.151,0.2,3.4,3.6,1.1,30.0,1.93,9.47,2.3,1.97,3.67,4.07,4.7,3.83,1.315,0.586,0.39299999999999996,0.313,0.27399999999999997,0.0,62.53,7.55,4.31,25.61,0.0,9.64,6.39,12.64,62.92,50.67,40.16,6.74,2.43,0.335,0.584,0.92,62.3,15.98,21.72,24.26,7.28,19.41,47.71,0.27,1.08,0.0,0.278,0.37,0.361,0.655,0.0,0.25,0.0,0.0,0.0,DeMarcus Cousins
116,Robert Covington,SF,28.0,TOT,35.0,35.0,1203.0,6.2,14.3,0.431,3.4,8.9,0.37799999999999995,2.8,5.4,0.518,2.7,3.5,0.764,1.1,6.5,7.6,1.8,2.9,1.9,1.9,5.0,18.4,110.0,108.0,13.3,0.58,0.622,0.24600000000000002,2.5,14.6,8.5,5.2,2.9,3.2,10.5,15.6,0.9,1.6,2.5,0.1,0.4,1.9,2.4,1.3,35.0,3.03,3.26,2.8,1.94,2.43,3.09,4.26,3.34,1.285,0.607,0.318,0.40700000000000003,0.375,0.0,24.59,6.08,7.46,61.88,0.0,18.13,15.91,19.82,85.26,78.18,16.57,3.87,1.38,0.382,0.583,0.857,30.54,54.84,14.62,53.59,10.22,8.29,19.61,4.7,3.59,0.0,0.366,0.405,0.33299999999999996,0.662,0.529,0.308,0.0,0.0,0.0,Robert Covington
117,Allen Crabbe,SG,26.0,BRK,43.0,20.0,1133.0,5.8,15.7,0.36700000000000005,4.1,10.9,0.37799999999999995,1.6,4.8,0.342,1.7,2.4,0.732,0.7,5.5,6.2,1.9,1.0,0.5,1.9,4.3,17.4,100.0,112.0,7.7,0.519,0.6940000000000001,0.15,1.5,12.2,6.9,5.8,1.0,0.9,10.4,16.4,-0.2,1.0,0.8,0.035,-1.9,-0.5,-2.5,-0.1,43.0,1.44,1.26,1.12,0.77,2.93,2.35,2.16,2.07,1.107,0.44,0.45799999999999996,0.171,0.379,0.0,13.4,6.43,10.99,68.63,0.54,20.47,19.58,20.99,95.62,90.62,9.38,0.0,0.0,0.349,0.5429999999999999,0.0,18.89,71.19,9.93,52.28,14.21,6.97,9.65,8.58,7.77,0.54,0.344,0.245,0.26899999999999996,0.556,0.469,0.517,0.0,0.0,0.0,Allen Crabbe
118,Torrey Craig,SF,28.0,DEN,75.0,37.0,1503.0,5.2,11.8,0.442,2.0,6.1,0.324,3.2,5.7,0.569,1.6,2.3,0.7,2.9,5.7,8.6,2.4,1.2,1.5,1.4,5.7,14.1,114.0,110.0,10.4,0.547,0.519,0.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,1.4,1.7,3.0,0.096,-1.0,0.9,-0.1,0.7,74.0,1.26,2.51,1.15,1.0,1.61,1.32,1.5,1.38,1.194,0.604,0.444,0.125,0.33,0.0,41.39,5.0,2.22,51.39,0.0,13.95,10.33,16.86,78.75,62.5,25.0,8.61,3.89,0.32899999999999996,0.578,0.871,46.05,42.56,11.4,28.89,5.28,7.5,35.83,11.39,11.11,0.0,0.308,0.316,0.33299999999999996,0.6509999999999999,0.366,0.35,0.0,0.0,0.0,Torrey Craig
119,Jamal Crawford,SG,38.0,PHO,64.0,0.0,1211.0,6.9,17.3,0.397,2.6,8.0,0.332,4.2,9.3,0.45299999999999996,3.7,4.3,0.845,0.3,3.0,3.4,9.0,1.3,0.5,3.9,3.0,20.0,102.0,119.0,11.7,0.522,0.461,0.251,0.7,7.2,3.9,27.7,1.3,0.8,16.9,20.8,0.1,0.0,0.2,0.006,-2.0,-4.1,-6.0,-1.2,64.0,0.86,1.41,1.03,0.39,0.66,2.94,1.64,2.64,1.16,0.48700000000000004,0.42,0.46799999999999997,0.335,0.0,8.9,20.09,24.89,45.66,0.46,19.17,17.98,19.95,26.44,94.52,5.48,0.0,0.0,0.39399999999999996,0.45799999999999996,0.0,42.13,39.57,18.31,37.21,32.65,16.21,5.02,3.42,5.02,0.46,0.35600000000000004,0.434,0.479,0.5,0.33299999999999996,0.182,0.0,0.0,0.0,Jamal Crawford
121,Jae Crowder,SF,28.0,UTA,80.0,11.0,2166.0,7.0,17.6,0.39899999999999997,3.8,11.5,0.331,3.2,6.1,0.527,3.1,4.4,0.721,1.3,7.2,8.5,2.9,1.4,0.7,1.9,3.8,21.0,107.0,107.0,12.1,0.5379999999999999,0.655,0.247,3.1,15.9,9.6,8.9,1.4,1.1,8.8,19.1,1.3,3.1,4.4,0.09699999999999999,0.0,0.4,0.4,1.3,80.0,1.73,2.95,1.75,1.04,3.41,2.65,3.35,2.48,1.193,0.579,0.29600000000000004,0.451,0.33399999999999996,0.0,24.72,3.39,6.4,64.99,0.5,18.2,15.34,20.09,90.88,76.54,19.82,3.01,0.63,0.33799999999999997,0.557,0.875,30.49,54.57,14.93,48.18,8.16,3.51,22.84,7.65,9.16,0.5,0.331,0.415,0.25,0.61,0.361,0.32899999999999996,0.0,0.0,0.0,Jae Crowder
122,Dante Cunningham,PF,31.0,SAS,64.0,21.0,928.0,3.9,8.3,0.475,1.6,3.4,0.462,2.4,4.9,0.484,0.7,0.9,0.778,2.5,7.4,9.9,2.6,1.4,0.7,1.2,3.7,10.2,121.0,111.0,10.2,0.585,0.41100000000000003,0.114,5.7,16.3,11.0,6.8,1.4,1.2,11.7,8.9,1.0,0.9,1.9,0.09699999999999999,-1.0,0.8,-0.1,0.4,64.0,0.16,1.28,0.3,0.72,0.7,0.8,0.48,1.05,1.228,0.5760000000000001,0.429,0.077,0.469,0.0,41.77,8.86,8.23,40.51,0.63,13.24,11.67,14.66,73.33,65.82,21.52,5.7,6.96,0.40399999999999997,0.5589999999999999,0.889,46.39,46.39,7.22,13.29,11.39,17.09,30.38,12.66,14.56,0.63,0.5710000000000001,0.222,0.444,0.604,0.5,0.348,0.0,0.0,0.0,Dante Cunningham
123,Seth Curry,SG,28.0,POR,74.0,2.0,1399.0,7.3,16.1,0.456,3.9,8.7,0.45,3.4,7.4,0.46299999999999997,1.5,1.8,0.846,0.9,3.2,4.2,2.3,1.2,0.4,2.1,3.4,20.1,113.0,114.0,11.4,0.595,0.54,0.11199999999999999,2.1,6.9,4.6,6.5,1.2,0.7,11.1,16.6,1.5,0.9,2.4,0.08199999999999999,0.5,-1.8,-1.3,0.2,74.0,0.89,1.41,1.27,0.91,0.92,3.16,0.64,3.08,1.249,0.532,0.5,0.379,0.45,0.0,16.99,10.32,18.71,53.98,0.0,18.54,17.9,19.07,65.57,88.17,11.18,0.22,0.43,0.446,0.5379999999999999,1.0,34.08,58.35,7.57,42.58,25.16,8.17,12.69,6.02,5.38,0.0,0.439,0.402,0.526,0.542,0.35700000000000004,0.64,0.0,0.0,0.0,Seth Curry
124,Stephen Curry,PG,30.0,GSW,69.0,69.0,2331.0,12.9,27.3,0.47200000000000003,7.2,16.5,0.43700000000000006,5.7,10.8,0.525,5.4,5.9,0.9159999999999999,0.9,6.6,7.5,7.4,1.9,0.5,3.9,3.4,38.4,120.0,110.0,24.4,0.6409999999999999,0.604,0.214,2.2,14.2,8.4,24.2,1.9,0.9,11.6,30.4,7.2,2.5,9.7,0.19899999999999998,7.7,-1.4,6.3,4.9,69.0,4.59,5.59,3.84,2.46,7.41,6.71,8.38,4.54,1.4040000000000001,0.594,0.444,0.435,0.442,0.091,21.87,6.72,10.97,59.63,0.82,19.26,17.62,20.72,59.02,79.48,20.22,0.22,0.07,0.436,0.616,0.33299999999999996,29.56,56.46,13.98,49.7,14.63,7.46,17.46,4.18,5.75,0.82,0.429,0.434,0.46,0.628,0.46399999999999997,0.532,0.091,0.0,0.0,Stephen Curry
125,Troy Daniels,SG,27.0,PHO,51.0,1.0,760.0,7.1,17.3,0.41100000000000003,4.6,12.2,0.381,2.5,5.1,0.48100000000000004,1.1,1.4,0.7829999999999999,0.8,3.8,4.6,1.6,1.6,0.3,1.7,5.0,20.0,104.0,118.0,9.8,0.5579999999999999,0.705,0.084,1.9,8.9,5.3,5.0,1.6,0.5,8.7,17.6,0.2,0.1,0.3,0.02,-1.0,-3.4,-4.4,-0.5,51.0,0.53,0.82,0.82,0.57,0.65,1.35,1.65,2.55,1.156,0.452,0.529,0.485,0.381,0.0,11.27,6.18,12.0,70.55,0.0,20.81,20.05,21.33,76.11,91.27,7.64,0.0,1.09,0.39799999999999996,0.47600000000000003,0.0,24.53,69.81,5.66,54.91,13.82,6.91,8.73,7.64,8.0,0.0,0.344,0.474,0.579,0.41700000000000004,0.524,0.5,0.0,0.0,0.0,Troy Daniels
126,Anthony Davis,C,25.0,NOP,56.0,56.0,1850.0,13.3,25.8,0.517,1.2,3.6,0.331,12.1,22.1,0.547,8.6,10.9,0.794,4.4,12.5,16.9,5.5,2.2,3.4,2.8,3.3,36.5,122.0,105.0,30.3,0.597,0.141,0.42200000000000004,9.9,27.5,18.8,19.0,2.2,6.0,8.4,29.5,6.4,3.1,9.5,0.247,4.7,3.9,8.5,4.9,56.0,2.79,14.25,4.43,4.8,7.73,6.36,6.73,5.11,1.415,0.659,0.39,0.33899999999999997,0.33299999999999996,0.0,52.53,21.25,12.09,14.04,0.1,9.28,6.62,12.13,65.28,57.89,22.61,14.62,4.87,0.379,0.573,0.927,66.39,9.92,23.69,12.96,22.81,21.25,41.81,0.49,0.58,0.1,0.316,0.355,0.42200000000000004,0.716,0.2,0.833,0.0,0.0,0.0,Anthony Davis
127,Deyonta Davis,C,22.0,ATL,9.0,0.0,118.0,5.9,8.6,0.682,0.0,0.4,0.0,5.9,8.2,0.7140000000000001,2.3,3.9,0.6,3.9,10.2,14.1,2.0,1.2,2.0,1.2,4.7,14.1,136.0,112.0,15.6,0.682,0.045,0.455,8.7,23.7,16.0,5.8,1.2,3.7,10.2,10.1,0.3,0.1,0.4,0.145,-1.7,1.0,-0.7,0.0,8.0,0.5,3.5,0.5,1.13,1.13,1.0,0.0,2.13,1.545,0.778,0.0,0.5,0.0,0.0,81.82,4.55,9.09,4.55,0.0,4.05,1.47,9.57,80.0,27.27,13.64,40.91,18.18,0.16699999999999998,0.667,1.0,88.24,0.0,11.76,0.0,13.64,4.55,77.27,4.55,0.0,0.0,0.0,0.33299999999999996,0.0,0.8240000000000001,0.0,0.0,0.0,0.0,0.0,Deyonta Davis
128,Ed Davis,C,29.0,BRK,81.0,1.0,1446.0,6.1,9.9,0.616,0.0,0.1,0.0,6.1,9.9,0.62,3.3,5.3,0.617,7.1,15.7,22.8,2.0,1.2,1.1,2.1,7.4,15.5,129.0,105.0,17.3,0.632,0.006999999999999999,0.536,15.8,34.6,25.2,6.0,1.2,1.8,14.6,12.7,3.3,2.5,5.7,0.191,-1.4,1.7,0.4,0.9,81.0,0.09,4.59,0.7,2.44,1.3,2.36,0.95,1.22,1.5630000000000002,0.627,0.429,0.0,0.0,0.0,96.69,2.32,0.33,0.66,0.0,1.77,1.13,2.78,60.22,14.24,52.32,13.91,19.54,0.37200000000000005,0.639,0.905,78.81,0.0,21.19,0.66,0.33,11.59,87.42,0.0,0.0,0.0,0.0,0.0,0.28600000000000003,0.667,0.0,0.0,0.0,0.0,0.0,Ed Davis
