Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,salary,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,Tm18,G18,GS18,MP18,FG18,FGA18,FG%18,3P18,3PA18,3P%18,2P18,2PA18,2P%18,FT18,FTA18,FT%18,ORB18,DRB18,TRB18,AST18,STL18,BLK18,TOV18,PF18,PTS18,ORtg18,DRtg18,PER18,TS%18,3PAr18,FTr18,ORB%18,DRB%18,TRB%18,AST%18,STL%18,BLK%18,TOV%18,USG%18,OWS18,DWS18,WS18,WS/4818,OBPM18,DBPM18,BPM18,VORP18,Games1818,FB18,PAINTPTS18,TO_PTS18,2ND_PTS18,Q1PTS18,Q2PTS18,Q3PTS18,Q4PTS18,PPP18,>8ft%18,8-16ft%18,16-24ft%18,24+%18,BCS%18,>8FTU18,8-16FTU18,16-24FTU18,24+U18,BCU18,AVGDISTA18,AVGDISTM18,AVGDISTF18,AFGM18,JS18,LU18,DUN18,TIPIN18,JS%18,Layup%1818,DUN%18,2PT_m18,3PT_m18,FT_m18,AB_3U18,MRU18,paint_nonra18,ra_usage18,RC_318,LC_318,backcourt_usage18,AB3%18,MR%18,paint_nonra%18,RA%18,RC3%18,LC3%18,BC%18,Games18,FB,PAINTPTS,TO_PTS,2ND_PTS,Q1PTS,Q2PTS,Q3PTS,Q4PTS,PPP,>8ft%,8-16ft%,16-24ft%,24+%,BCS%,>8FTU,8-16FTU,16-24FTU,24+U,BCU,AVGDISTA,AVGDISTM,AVGDISTF,AFGM,JS,LU,DUN,TIPIN,JS%,Layup%18,DUN%,2PT_m,3PT_m,FT_m,AB_3U,MRU,paint_nonra,ra_usage,RC_3,LC_3,backcourt_usage,AB3%,MR%,paint_nonra%,RA%,RC3%,LC3%,BC%
Matisse Thybulle,SG,22,PHI,17,2,245,4.5,11.5,0.39,2.3,6.1,0.387,2.2,5.5,0.393,2.3,3.3,0.706,0.8,2.7,3.5,3.1,4.9,2.5,3.9,8,13.7,90,96,9.7,0.526,0.525,0.288,1.8,6.2,4.1,8.6,4.9,4.5,23.1,15,-0.2,0.6,0.4,0.077,-2.9,4.7,1.7,0.2,"$2,582,160 ",-2.9,6.4,3.5,-9.3,-0.3,-9.7,-4.2,5.4,1.2,0.5,PHI,17,2,245,4.5,11.5,0.39,2.3,6.1,0.387,2.2,5.5,0.393,2.3,3.3,0.706,0.8,2.7,3.5,3.1,4.9,2.5,3.9,8,13.7,90,96,9.7,0.526,0.525,0.288,1.8,6.2,4.1,8.6,4.9,4.5,23.1,15,-0.2,0.6,0.4,0.077,-2.9,4.7,1.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Thomas,SG,25,TOR,12,0,136,7,12.9,0.541,4.9,9.1,0.538,2.1,3.8,0.545,1,1.7,0.6,0.3,4.2,4.5,1.4,1.4,0,1.4,4.2,19.9,126,107,13.1,0.727,0.703,0.135,0.8,8.5,4.9,4.2,1.4,0,9.3,13.6,0.3,0.2,0.4,0.149,2,-1.1,0.9,0.1,"$898,310 ",1.2,-1.1,0.1,-0.6,0.3,-0.3,0.9,-0.9,0,0.2,TOR,12,0,136,7,12.9,0.541,4.9,9.1,0.538,2.1,3.8,0.545,1,1.7,0.6,0.3,4.2,4.5,1.4,1.4,0,1.4,4.2,19.9,126,107,13.1,0.727,0.703,0.135,0.8,8.5,4.9,4.2,1.4,0,9.3,13.6,0.3,0.2,0.4,0.149,2,-1.1,0.9,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Strus,SG,23,CHI,1,0,5,18.7,28.1,0.667,0,9.4,0,18.7,18.7,1,9.4,9.4,1,9.4,0,9.4,0,0,0,0,9.4,46.9,153,117,37,0.727,0.333,0.333,19.7,0,10.3,0,0,0,0,28.4,0,0,0,0.381,9.7,-10.5,-0.8,0,"$415,414 ",16.4,-10.8,5.6,65.2,14.4,79.6,26.5,-6.7,19.8,0.1,CHI,1,0,5,18.7,28.1,0.667,0,9.4,0,18.7,18.7,1,9.4,9.4,1,9.4,0,9.4,0,0,0,0,9.4,46.9,153,117,37,0.727,0.333,0.333,19.7,0,10.3,0,0,0,0,28.4,0,0,0,0.381,9.7,-10.5,-0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melvin Frazier,SG,23,ORL,2,0,8,6.1,30.7,0.2,0,6.1,0,6.1,24.6,0.25,0,0,0,6.1,0,6.1,6.1,0,0,0,0,12.3,66,115,-0.9,0.2,0.2,0,12.6,0,6.6,18.9,0,0,0,27.1,0,0,0,-0.253,-8.8,-4.8,-13.6,0,"$1,416,852 ",-4,-24.1,-28.1,3,-18.8,-15.7,-2.8,-24.4,-27.2,-0.1,ORL,10,0,44,7.8,23.4,0.333,0,6.7,0,7.8,16.7,0.467,1.1,4.4,0.25,3.3,2.2,5.6,1.1,1.1,0,1.1,6.7,16.7,75,113,1.2,0.33,0.286,0.19,7.2,4.9,6.1,3.3,1.1,0,4.2,23.5,-0.2,0,-0.1,-0.133,-8.4,-4.5,-12.9,-0.1,10,0.6,1.2,0.6,0.2,0,0,0,1.5,0.714,0.667,0,0.5,0,0,42.86,19.05,9.52,28.57,0,11.52,4.14,15.21,71.43,57.14,33.33,9.52,0,0.083,0.571,1,93.33,0,6.67,14.29,14.29,23.81,33.33,4.76,9.52,0,0,0.333,0.2,0.714,0,0,0,10,0.6,1.2,0.6,0.2,0,0,0,1.5,0.714,0.667,0,0.5,0,0,42.86,19.05,9.52,28.57,0,11.52,4.14,15.21,71.43,57.14,33.33,9.52,0,0.083,0.571,1,93.33,0,6.67,14.29,14.29,23.81,33.33,4.76,9.52,0,0,0.333,0.2,0.714,0,0,0
Mfiondu Kabengele,C,22,LAC,4,0,14,13.4,20.1,0.667,10,16.7,0.6,3.3,3.3,1,6.7,6.7,1,0,10,10,0,0,3.3,0,10,43.5,182,103,35.4,0.945,0.833,0.333,0,21.5,11,0,0,6.5,0,20.1,0.1,0,0.1,0.43,9.7,-3.7,6.1,0,"$1,977,000 ",14.5,4.4,18.9,15.5,4,19.5,15.4,4.4,19.8,0.2,LAC,4,0,14,13.4,20.1,0.667,10,16.7,0.6,3.3,3.3,1,6.7,6.7,1,0,10,10,0,0,3.3,0,10,43.5,182,103,35.4,0.945,0.833,0.333,0,21.5,11,0,0,6.5,0,20.1,0.1,0,0.1,0.43,9.7,-3.7,6.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Porter,PF,21,DEN,10,0,90,8.1,18.5,0.441,1.1,5.4,0.2,7.1,13,0.542,2.7,4.3,0.625,4.3,8.1,12.5,2.2,0,1.6,3.3,7.1,20.1,97,105,10.3,0.493,0.294,0.235,9.2,17.8,13.4,6.6,0,3.1,13.8,20.6,0,0.1,0.1,0.054,-4.2,-0.5,-4.7,-0.1,"$3,389,400 ",-3.6,-0.1,-3.7,-10.3,-5.2,-15.5,-5,-1.2,-6.2,-0.2,DEN,10,0,90,8.1,18.5,0.441,1.1,5.4,0.2,7.1,13,0.542,2.7,4.3,0.625,4.3,8.1,12.5,2.2,0,1.6,3.3,7.1,20.1,97,105,10.3,0.493,0.294,0.235,9.2,17.8,13.4,6.6,0,3.1,13.8,20.6,0,0.1,0.1,0.054,-4.2,-0.5,-4.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Plumlee,C,30,ATL,18,0,173,8.5,12.8,0.667,0,0,0,8.5,12.8,0.667,4.3,8,0.533,4.3,6.1,10.4,4.5,1.6,1.1,2.7,3.7,21.4,125,114,18.9,0.654,0,0.625,9.5,14.3,11.8,14.7,1.6,2,14,16.7,0.4,0.1,0.5,0.145,0.2,-0.3,-0.1,0.1,"$12,500,000 ",0,0,0,0,0,0,0,0,0,0,ATL,18,0,173,8.5,12.8,0.667,0,0,0,8.5,12.8,0.667,4.3,8,0.533,4.3,6.1,10.4,4.5,1.6,1.1,2.7,3.7,21.4,125,114,18.9,0.654,0,0.625,9.5,14.3,11.8,14.7,1.6,2,14,16.7,0.4,0.1,0.5,0.145,0.2,-0.3,-0.1,0.1,18,0.11,3.56,0.44,0.67,0.94,1.28,1.17,1.06,1.667,0.744,0.375,0,0,0,81.25,16.67,2.08,0,0,2.96,1.97,4.94,62.5,25,25,37.5,12.5,0.5,0.75,0.722,80,0,20,0,4.17,22.92,72.92,0,0,0,0,0,0.636,0.714,0,0,0,18,0.11,3.56,0.44,0.67,0.94,1.28,1.17,1.06,1.667,0.744,0.375,0,0,0,81.25,16.67,2.08,0,0,2.96,1.97,4.94,62.5,25,25,37.5,12.5,0.5,0.75,0.722,80,0,20,0,4.17,22.92,72.92,0,0,0,0,0,0.636,0.714,0,0,0
Miye Oni,SG,22,UTA,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,0,0,112,-12.9,0,0,0,0,0,0,0,0,0,100,10.9,0,0,0,-0.314,-15.7,1.9,-13.8,0,"$898,310 ",-14.2,22.7,8.5,-15,11.4,-3.6,-15.1,21.8,6.7,0,UTA,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,0,0,112,-12.9,0,0,0,0,0,0,0,0,0,100,10.9,0,0,0,-0.314,-15.7,1.9,-13.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moses Brown,C,20,POR,4,0,15,9.3,21.8,0.429,0,0,0,9.3,21.8,0.429,6.2,12.5,0.5,6.2,21.8,28,0,3.1,0,3.1,12.5,24.9,95,99,15.6,0.457,0,0.571,13.7,46.9,30.4,0,3.1,0,10.2,27,0,0,0,0.066,-10.5,-7.6,-18.1,-0.1,0,-1.9,-7.5,-9.4,-5.1,-19.2,-24.3,-2.7,-10.2,-12.8,-0.1,POR,4,0,15,9.3,21.8,0.429,0,0,0,9.3,21.8,0.429,6.2,12.5,0.5,6.2,21.8,28,0,3.1,0,3.1,12.5,24.9,95,99,15.6,0.457,0,0.571,13.7,46.9,30.4,0,3.1,0,10.2,27,0,0,0,0.066,-10.5,-7.6,-18.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassir Little,PF,19,POR,12,3,196,5.2,12.9,0.407,1.2,5.2,0.227,4,7.6,0.531,2.6,4.3,0.611,3.8,7.9,11.7,1.4,1.2,1,1.4,6.2,14.3,106,111,10.3,0.484,0.407,0.333,8.4,16.9,12.7,4.1,1.2,1.7,8.8,14.4,0.1,0.1,0.2,0.061,-2,-0.6,-2.6,0,"$2,105,520 ",-2.2,1,-1.1,2.6,-5.2,-2.5,-1.4,0,-1.4,0.1,POR,12,3,196,5.2,12.9,0.407,1.2,5.2,0.227,4,7.6,0.531,2.6,4.3,0.611,3.8,7.9,11.7,1.4,1.2,1,1.4,6.2,14.3,106,111,10.3,0.484,0.407,0.333,8.4,16.9,12.7,4.1,1.2,1.7,8.8,14.4,0.1,0.1,0.2,0.061,-2,-0.6,-2.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naz Mitrou-Long,SG,26,IND,3,0,43,6.7,18,0.375,2.2,12.4,0.182,4.5,5.6,0.8,0,0,0,0,6.7,6.7,7.9,1.1,1.1,2.2,1.1,15.7,96,105,10.6,0.438,0.688,0,0,15.1,7.6,21.6,1.1,2,11.1,17.9,0,0.1,0,0.048,-2.3,-0.2,-2.5,0,0,-1.1,6.4,5.4,-1.9,14.3,12.4,-1.3,8.2,6.9,0.2,UTA,14,0,84,3.4,11.4,0.3,1.1,6.3,0.182,2.3,5.1,0.444,1.1,1.1,1,0.6,2.8,3.4,8.5,0.6,0.6,4.6,5.7,9.1,81,111,2.2,0.383,0.55,0.1,1.3,6.3,3.9,23.3,0.6,0.9,27.7,14.7,-0.2,0.1,-0.1,-0.046,-7,-1.9,-8.9,-0.1,14,0,0.57,0,0,0,0.21,0.29,0.5,0.8,0.444,0,0,0.182,0,45,0,0,55,0,14.8,10.33,16.71,33.33,70,25,5,0,0.214,0.4,1,50,37.5,12.5,45,0,0,45,5,5,0,0.222,0,0,0.444,0,0,0,14,0,0.57,0,0,0,0.21,0.29,0.5,0.8,0.444,0,0,0.182,0,45,0,0,55,0,14.8,10.33,16.71,33.33,70,25,5,0,0.214,0.4,1,50,37.5,12.5,45,0,0,45,5,5,0,0.222,0,0,0.444,0,0,0
Nenê Hilário,C,36,HOU,42,2,546,5.4,10.4,0.517,0,0.3,0,5.4,10.2,0.531,2.8,4.2,0.66,3.1,8,11.1,2.3,1.6,1.3,1,7.8,13.6,122,110,11.9,0.552,0.026,0.405,6.7,18.4,12.5,6.8,1.6,2.3,7.4,11.7,0.8,0.6,1.4,0.123,-3,1.1,-2,0,"$2,564,753 ",0,0,0,0,0,0,0,0,0,0,HOU,42,2,546,5.4,10.4,0.517,0,0.3,0,5.4,10.2,0.531,2.8,4.2,0.66,3.1,8,11.1,2.3,1.6,1.3,1,7.8,13.6,122,110,11.9,0.552,0.026,0.405,6.7,18.4,12.5,6.8,1.6,2.3,7.4,11.7,0.8,0.6,1.4,0.123,-3,1.1,-2,0,42,0.19,2.19,0.57,0.48,0.86,0.88,0.98,0.86,1.302,0.616,0.278,0.455,0,0,62.93,15.52,18.97,2.59,0,7.3,5.28,9.46,78.33,51.72,37.07,11.21,0,0.4,0.558,0.923,79.47,0,20.53,2.59,27.59,22.41,47.41,0,0,0,0,0.438,0.308,0.691,0,0,0,42,0.19,2.19,0.57,0.48,0.86,0.88,0.98,0.86,1.302,0.616,0.278,0.455,0,0,62.93,15.52,18.97,2.59,0,7.3,5.28,9.46,78.33,51.72,37.07,11.21,0,0.4,0.558,0.923,79.47,0,20.53,2.59,27.59,22.41,47.41,0,0,0,0,0.438,0.308,0.691,0,0,0
Nickeil Alexander-Walker,SG,21,NOP,16,0,230,7.2,22.3,0.321,4.2,12.2,0.344,3,10.2,0.294,2,2.8,0.714,0.4,6.8,7.2,7.2,1,0.4,4,5.2,20.5,90,116,7.3,0.436,0.545,0.125,0.9,16.2,8.3,21.8,1,0.7,14.5,24.4,-0.3,0,-0.3,-0.06,-3.7,-3,-6.7,-0.3,"$2,964,840 ",-3.6,-1.5,-5.1,3.6,-0.3,3.3,-2.4,-1.3,-3.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolò Melli,C,29,NOP,16,3,263,5.9,12.9,0.459,3.3,8.7,0.38,2.6,4.2,0.625,2.8,3.5,0.8,2.1,6.3,8.4,3.7,1.7,0.5,2.1,5.4,17.9,121,114,13.7,0.622,0.676,0.27,4.7,15,9.7,10.7,1.7,1,12.7,14.6,0.5,0.1,0.6,0.107,1.5,-1.1,0.4,0.2,"$3,902,439 ",-0.2,-2.7,-2.9,-4,-4.8,-8.8,-0.9,-3.1,-4.1,-0.2,NOP,16,3,263,5.9,12.9,0.459,3.3,8.7,0.38,2.6,4.2,0.625,2.8,3.5,0.8,2.1,6.3,8.4,3.7,1.7,0.5,2.1,5.4,17.9,121,114,13.7,0.622,0.676,0.27,4.7,15,9.7,10.7,1.7,1,12.7,14.6,0.5,0.1,0.6,0.107,1.5,-1.1,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Claxton,PF,20,BRK,9,0,119,4.3,8.2,0.524,0,2,0,4.3,6.3,0.688,2,4.7,0.417,3.1,5.5,8.6,4.3,0.4,2,2.3,3.9,10.6,106,112,9.7,0.514,0.238,0.571,7.1,12.1,9.7,12.5,0.4,3.3,18.6,11.2,0.1,0.1,0.1,0.055,-3.3,0.8,-2.5,0,"$898,310 ",-1.8,2,0.2,-5.3,-1.3,-6.6,-2.6,1.6,-1.1,0.1,BRK,9,0,119,4.3,8.2,0.524,0,2,0,4.3,6.3,0.688,2,4.7,0.417,3.1,5.5,8.6,4.3,0.4,2,2.3,3.9,10.6,106,112,9.7,0.514,0.238,0.571,7.1,12.1,9.7,12.5,0.4,3.3,18.6,11.2,0.1,0.1,0.1,0.055,-3.3,0.8,-2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigel Williams-Goss,PG,25,UTA,4,0,8,0,11.9,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,0,6,6,0,20,112,-14.4,0,0.5,0,0,0,0,16,0,0,33.3,16.3,-0.1,0,-0.1,-0.359,-16.7,-4.9,-21.7,0,"$1,500,000 ",-6,0,-6,-17.1,7.8,-9.3,-8.4,1.3,-7.1,0,UTA,4,0,8,0,11.9,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,0,6,6,0,20,112,-14.4,0,0.5,0,0,0,0,16,0,0,33.3,16.3,-0.1,0,-0.1,-0.359,-16.7,-4.9,-21.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Jokić,C,24,DEN,16,16,490,10.5,22.4,0.467,1.6,6.6,0.242,8.9,15.8,0.56,3.2,4.1,0.78,3.4,13.2,16.5,9.6,1.9,0.8,4.1,5.3,25.7,109,99,20.5,0.531,0.293,0.182,7.2,28.7,17.8,31.3,1.9,1.5,14.4,24.7,0.7,1.1,1.8,0.172,2.3,3.9,6.2,1,"$26,573,595 ",1.6,-0.2,1.4,2.6,-1,1.6,1.8,-0.5,1.3,1,DEN,80,80,2504,12.1,23.7,0.511,1.6,5.3,0.307,10.5,18.4,0.569,5.7,6.9,0.821,4.5,12.5,17,11.4,2.1,1.1,4.9,4.5,31.5,119,105,26.3,0.589,0.224,0.292,9.8,27.6,18.7,37,2.1,1.9,15.4,27.4,7.5,4.3,11.8,0.226,5.7,3.8,9.5,7.3,79,0.63,11.75,2.01,3.85,6.37,4.73,5.04,3.75,1.338,0.608,0.504,0.346,0.318,0,59.39,11.59,6.6,22.08,0.34,9.91,7.18,12.78,53.96,63.62,31.22,0.85,4.31,0.439,0.631,1,66.16,15.75,18.09,21.66,12.61,26.23,38.75,0.34,0.08,0.34,0.316,0.396,0.51,0.668,0.25,1,0,79,0.63,11.75,2.01,3.85,6.37,4.73,5.04,3.75,1.338,0.608,0.504,0.346,0.318,0,59.39,11.59,6.6,22.08,0.34,9.91,7.18,12.78,53.96,63.62,31.22,0.85,4.31,0.439,0.631,1,66.16,15.75,18.09,21.66,12.61,26.23,38.75,0.34,0.08,0.34,0.316,0.396,0.51,0.668,0.25,1,0
Nikola Vučević,C,29,ORL,14,14,431,10.8,24.1,0.45,1.8,5.7,0.32,9,18.4,0.491,3.8,4.4,0.846,4.7,13.8,18.5,5.6,1,1.7,2.3,3.1,27.3,111,103,22.3,0.524,0.237,0.185,9.6,31.2,19.9,20.1,1,3.1,8.1,25,0.7,0.7,1.5,0.164,1.5,2.6,4.1,0.7,"$28,000,000 ",-0.5,2.1,1.6,5.6,-0.4,5.2,0.7,1.7,2.4,1.1,ORL,80,80,2510,13.7,26.4,0.518,1.6,4.5,0.364,12,21.9,0.549,3.5,4.4,0.789,4.4,14.3,18.7,6,1.6,1.7,3.1,3.1,32.5,115,103,25.5,0.573,0.171,0.168,9.4,31.9,20.5,21.9,1.6,3,9.9,28,5.4,4.7,10.1,0.193,3,3.4,6.4,5.3,80,0.59,12.28,2.54,3.28,6.53,4.86,5.95,3.38,1.23,0.621,0.453,0.424,0.365,0,49.85,20.38,12.7,16.99,0.07,10.38,8.43,12.49,70.9,71.64,17.36,3.91,7.09,0.46,0.664,0.887,74.11,15.14,10.75,16.77,21.34,29.76,31.83,0.15,0.07,0.07,0.366,0.436,0.484,0.687,0.5,0,0,80,0.59,12.28,2.54,3.28,6.53,4.86,5.95,3.38,1.23,0.621,0.453,0.424,0.365,0,49.85,20.38,12.7,16.99,0.07,10.38,8.43,12.49,70.9,71.64,17.36,3.91,7.09,0.46,0.664,0.887,74.11,15.14,10.75,16.77,21.34,29.76,31.83,0.15,0.07,0.07,0.366,0.436,0.484,0.687,0.5,0,0
Oshae Brissett,SF,21,TOR,3,0,13,3.7,11,0.333,3.7,3.7,1,0,7.3,0,0,0,0,0,3.7,3.7,3.7,3.7,0,0,0,11,115,103,11,0.5,0.333,0,0,7.4,3.9,10,3.7,0,0,9.9,0,0,0,0.124,-1.7,1.6,-0.1,0,0,-0.9,-0.6,-1.5,11.1,-13.1,-2.1,1.2,-3.1,-1.9,0,TOR,3,0,13,3.7,11,0.333,3.7,3.7,1,0,7.3,0,0,0,0,0,3.7,3.7,3.7,3.7,0,0,0,11,115,103,11,0.5,0.333,0,0,7.4,3.9,10,3.7,0,0,9.9,0,0,0,0.124,-1.7,1.6,-0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otto Porter,SF,26,CHI,9,9,226,7.3,17.4,0.417,3.3,8.3,0.4,3.9,9.1,0.432,3.1,4.1,0.75,1.7,4.8,6.4,2.9,1.9,0.6,1.5,4.1,20.9,111,109,13.6,0.544,0.476,0.238,3.5,11,7.1,9.6,1.9,1.2,7,18.2,0.3,0.2,0.5,0.1,-0.3,-0.5,-0.8,0.1,"$27,250,576 ",0.7,-0.3,0.4,2,-2.3,-0.3,1,-0.7,0.4,0.4,TOT,56,43,1683,8.5,18.2,0.465,2.9,7.3,0.406,5.5,11,0.504,2.2,2.7,0.813,1.5,7.4,8.9,3.4,2.3,0.9,1.8,3.1,22.1,111,112,15.9,0.569,0.398,0.149,3.4,17,10.1,10.6,2.3,1.6,8.7,19.1,1.8,1.5,3.2,0.093,0.4,0.1,0.5,1,56,1.89,4.25,1.77,1.32,3.7,3.59,3.79,2.7,1.213,0.637,0.471,0.377,0.406,0,22.71,18.51,18.97,39.81,0,16.14,14.28,17.76,69.9,82.74,14.77,0.93,1.56,0.429,0.611,1,50,40,10,28.3,30.33,12.13,17.73,5.44,6.07,0,0.396,0.39,0.577,0.649,0.457,0.41,0,56,1.89,4.25,1.77,1.32,3.7,3.59,3.79,2.7,1.213,0.637,0.471,0.377,0.406,0,22.71,18.51,18.97,39.81,0,16.14,14.28,17.76,69.9,82.74,14.77,0.93,1.56,0.429,0.611,1,50,40,10,28.3,30.33,12.13,17.73,5.44,6.07,0,0.396,0.39,0.577,0.649,0.457,0.41,0
PJ Tucker,PF,34,HOU,18,18,630,4.7,8.8,0.533,2.5,5.4,0.453,2.2,3.4,0.66,0.8,1,0.786,1.8,6.1,7.9,1.7,2,0.7,1.2,4.2,12.7,131,109,12,0.683,0.615,0.115,4.1,13.6,8.8,5.2,2,1.2,11.1,9.3,1.1,0.6,1.7,0.128,1,1.5,2.5,0.7,"$8,349,039 ",0,2.5,2.5,-1.3,1.3,0,-0.3,2.4,2.1,1.5,HOU,82,82,2802,3.6,9.2,0.396,2.6,6.8,0.377,1.1,2.4,0.449,0.7,1,0.695,2.1,6.3,8.4,1.7,2.3,0.7,1.1,4.4,10.5,114,110,9.2,0.547,0.74,0.113,4.7,14.4,9.5,4.6,2.3,1.2,10.3,9.5,2,3,5,0.086,-0.5,1.8,1.3,2.3,82,1.04,1.39,1.37,0.8,2.3,1.8,2.06,1.09,1.149,0.456,0.444,0.143,0.381,0,21.8,3.44,1.34,73.23,0.19,18.4,17.47,19,91.3,82.98,14.91,0.57,1.53,0.376,0.462,1,20.3,72.88,6.82,20.27,2.29,7.27,17.02,30.98,21.99,0.19,0.349,0.333,0.342,0.494,0.432,0.339,0,82,1.04,1.39,1.37,0.8,2.3,1.8,2.06,1.09,1.149,0.456,0.444,0.143,0.381,0,21.8,3.44,1.34,73.23,0.19,18.4,17.47,19,91.3,82.98,14.91,0.57,1.53,0.376,0.462,1,20.3,72.88,6.82,20.27,2.29,7.27,17.02,30.98,21.99,0.19,0.349,0.333,0.342,0.494,0.432,0.339,0
PJ Washington,PF,21,CHO,19,19,522,7.6,15.3,0.497,2.3,5.2,0.446,5.3,10.1,0.523,2.4,3.6,0.667,1.6,7.5,9.1,2.5,1.9,1.5,2.1,4.6,19.9,111,111,14.6,0.59,0.339,0.236,3.4,18.1,10.4,8,1.9,2.7,11.2,17,0.6,0.4,1,0.089,-0.8,0.6,-0.2,0.2,"$3,831,840 ",-1.5,-2.5,-4,-1,-0.4,-1.4,-1.5,-2.1,-3.6,-0.2,CHO,19,19,522,7.6,15.3,0.497,2.3,5.2,0.446,5.3,10.1,0.523,2.4,3.6,0.667,1.6,7.5,9.1,2.5,1.9,1.5,2.1,4.6,19.9,111,111,14.6,0.59,0.339,0.236,3.4,18.1,10.4,8,1.9,2.7,11.2,17,0.6,0.4,1,0.089,-0.8,0.6,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
