,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,url_list
317,Paul Millsap,PF,34,DEN,16,16,423,8.5,17.7,.484,2.3,4.7,.488,6.2,12.9,.482,6.6,7.5,.877,3.9,7.3,11.2,2.4,1.6,1.5,1.8,5.2,26.0,,126,102,https://www.basketball-reference.com/players/m/millspa01.html
318,Shake Milton,SG,23,PHI,8,0,70,6.8,19.8,.345,2.7,11.6,.235,4.1,8.2,.500,4.1,4.8,.857,0.7,4.1,4.8,2.7,0.7,0.0,8.2,8.9,20.5,,73,108,https://www.basketball-reference.com/players/m/miltosh01.html
319,Donovan Mitchell,SG,23,UTA,18,18,625,12.8,28.5,.450,3.2,8.5,.378,9.6,20.0,.481,6.3,7.6,.838,1.5,5.6,7.0,5.1,1.8,0.4,3.1,3.4,35.2,,109,105,https://www.basketball-reference.com/players/m/mitchdo01.html
320,Naz Mitrou-Long,SG,26,IND,3,0,43,6.7,18.0,.375,2.2,12.4,.182,4.5,5.6,.800,0.0,0.0,,0.0,6.7,6.7,7.9,1.1,1.1,2.2,1.1,15.7,,96,105,https://www.basketball-reference.com/players/m/mitrona01.html
321,Malik Monk,SG,21,CHO,19,0,399,9.1,19.9,.457,2.5,9.0,.284,6.5,10.9,.600,2.8,3.4,.821,0.7,5.2,5.9,5.2,0.8,0.5,3.4,3.9,23.5,,103,116,https://www.basketball-reference.com/players/m/monkma01.html
322,E'Twaun Moore,SG,30,NOP,13,3,277,8.9,20.5,.435,3.0,7.4,.400,6.0,13.1,.456,1.7,2.6,.625,2.2,4.5,6.6,3.5,0.8,0.2,1.3,4.1,22.5,,110,118,https://www.basketball-reference.com/players/m/mooreet01.html
323,Ja Morant,PG,20,MEM,16,16,457,11.5,24.7,.465,1.4,3.4,.412,10.1,21.3,.474,6.5,8.3,.780,1.6,3.5,5.1,10.6,2.2,0.5,5.7,2.6,30.9,,105,114,https://www.basketball-reference.com/players/m/moranja01.html
324,Juwan Morgan,PF,22,UTA,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,15.9,15.9,0.0,0.0,0.0,0.0,15.9,0.0,,,103,https://www.basketball-reference.com/players/m/morgaju01.html
325,Marcus Morris,SF,30,NYK,18,18,594,8.9,21.2,.420,4.2,8.2,.515,4.7,13.0,.361,5.6,6.7,.840,1.8,7.3,9.1,2.0,1.5,0.9,2.9,4.6,27.7,,111,112,https://www.basketball-reference.com/players/m/morrima03.html
326,Markieff Morris,PF,30,DET,18,12,419,8.2,17.8,.461,3.2,8.2,.394,5.0,9.6,.518,2.5,3.5,.733,0.9,7.0,8.0,3.2,1.4,0.5,3.6,5.0,22.2,,102,111,https://www.basketball-reference.com/players/m/morrima02.html
327,Monte Morris,PG,24,DEN,16,0,277,8.1,19.0,.426,1.2,3.0,.412,6.9,16.0,.429,2.5,3.5,.700,0.7,4.6,5.3,9.9,1.1,0.5,1.8,1.6,19.9,,110,106,https://www.basketball-reference.com/players/m/morrimo01.html
328,Johnathan Motley,PF,24,LAC,2,0,4,11.7,35.2,.333,11.7,11.7,1.000,0.0,23.4,.000,0.0,0.0,,11.7,11.7,23.4,23.4,0.0,0.0,23.4,11.7,35.2,,88,106,https://www.basketball-reference.com/players/m/motlejo01.html
329,Emmanuel Mudiay,PG,23,UTA,15,0,249,10.0,19.4,.515,1.3,4.4,.304,8.6,15.0,.577,3.3,4.2,.773,1.0,7.3,8.2,7.1,1.2,0.8,5.8,5.0,24.6,,100,105,https://www.basketball-reference.com/players/m/mudiaem01.html
330,Dejounte Murray,PG,23,SAS,16,13,360,8.6,17.9,.478,0.5,2.6,.200,8.0,15.3,.526,4.0,5.1,.769,2.6,11.1,13.7,8.7,3.0,0.7,5.1,5.1,21.6,,103,108,https://www.basketball-reference.com/players/m/murrade01.html
331,Jamal Murray,PG,22,DEN,16,16,527,10.6,24.0,.440,2.9,8.1,.356,7.7,15.9,.483,3.8,4.3,.891,1.2,5.6,6.8,7.1,2.4,0.6,3.8,3.0,27.8,,105,102,https://www.basketball-reference.com/players/m/murraja01.html
332,Džanan Musa,SF,20,BRK,13,0,211,5.3,15.7,.338,1.3,7.7,.171,4.0,7.9,.500,4.0,5.3,.750,1.3,7.3,8.6,3.1,1.3,0.2,4.0,2.6,15.9,,84,111,https://www.basketball-reference.com/players/m/musadz01.html
333,Mike Muscala,C,28,OKC,13,0,150,4.8,16.7,.288,3.2,12.5,.256,1.6,4.2,.385,2.2,2.6,.875,1.9,8.7,10.6,4.5,1.0,1.0,1.6,6.4,15.1,,95,109,https://www.basketball-reference.com/players/m/muscami01.html
334,Sviatoslav Mykhailiuk,SF,22,DET,13,0,205,4.7,11.3,.417,4.3,9.0,.474,0.5,2.4,.200,0.5,0.5,1.000,0.5,2.8,3.3,3.5,0.9,0.2,2.8,3.8,14.2,,104,114,https://www.basketball-reference.com/players/m/mykhasv01.html
335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 335
336,Abdel Nader,SF,26,OKC,10,0,131,7.0,15.5,.452,2.9,8.1,.364,4.0,7.4,.550,4.8,5.5,.867,1.5,5.2,6.6,1.8,1.1,1.1,4.4,3.7,21.7,,101,111,https://www.basketball-reference.com/players/n/naderab01.html
337,Larry Nance,C,27,CLE,16,3,414,7.6,14.6,.520,2.2,6.1,.365,5.4,8.5,.630,2.4,3.4,.724,4.0,10.1,14.1,2.4,2.2,0.7,1.6,3.0,19.8,,124,109,https://www.basketball-reference.com/players/n/nancela02.html
338,Shabazz Napier,PG,28,MIN,6,0,133,4.5,14.9,.302,2.4,10.7,.226,2.1,4.1,.500,4.8,5.5,.875,0.3,4.8,5.2,9.3,3.1,1.0,4.1,1.4,16.2,,97,106,https://www.basketball-reference.com/players/n/napiesh01.html
339,Raul Neto,PG,27,PHI,15,2,182,6.6,13.2,.500,1.8,3.9,.467,4.7,9.2,.514,0.5,0.5,1.000,0.5,3.7,4.2,6.1,1.8,0.5,3.9,2.4,15.5,,100,106,https://www.basketball-reference.com/players/n/netora01.html
340,Georges Niang,PF,26,UTA,13,0,128,6.7,14.2,.474,3.4,8.6,.391,3.4,5.6,.600,2.2,3.0,.750,0.4,6.3,6.7,2.6,0.0,0.7,2.6,7.1,19.0,,108,108,https://www.basketball-reference.com/players/n/niangge01.html
341,Nerlens Noel,C,25,OKC,16,3,292,7.9,12.4,.640,0.0,0.0,,7.9,12.4,.640,4.1,5.0,.833,3.3,9.1,12.4,4.0,2.6,4.6,3.3,7.9,20.0,,123,100,https://www.basketball-reference.com/players/n/noelne01.html
342,Zach Norvell,SG,22,LAL,2,0,5,0.0,9.6,.000,0.0,0.0,,0.0,9.6,.000,0.0,0.0,,0.0,9.6,9.6,0.0,0.0,0.0,0.0,0.0,0.0,,0,107,https://www.basketball-reference.com/players/n/norveza01.html
343,Jaylen Nowell,SG,20,MIN,2,0,15,3.1,12.3,.250,0.0,9.2,.000,3.1,3.1,1.000,3.1,3.1,1.000,0.0,3.1,3.1,9.2,0.0,0.0,3.1,3.1,9.2,,83,115,https://www.basketball-reference.com/players/n/nowelja01.html
344,Frank Ntilikina,PG,21,NYK,17,13,452,4.3,11.5,.377,1.5,4.8,.318,2.8,6.7,.419,1.4,1.8,.765,0.9,3.4,4.2,6.6,2.8,1.1,2.0,5.0,11.6,,105,111,https://www.basketball-reference.com/players/n/ntilila01.html
345,Kendrick Nunn,SG,24,MIA,17,17,499,10.6,22.1,.478,3.8,9.4,.404,6.8,12.7,.534,1.7,2.1,.818,0.2,3.6,3.8,5.3,2.1,0.5,3.5,4.5,26.7,,106,105,https://www.basketball-reference.com/players/n/nunnke01.html
346,David Nwaba,SF,27,BRK,11,0,119,3.9,5.9,.667,1.2,2.3,.500,2.7,3.5,.778,2.3,3.9,.600,1.6,7.0,8.6,1.6,1.6,2.3,2.0,6.3,11.3,,124,108,https://www.basketball-reference.com/players/n/nwabada01.html
347,Royce O'Neale,PF,26,UTA,18,17,521,3.3,6.7,.493,1.9,4.0,.477,1.4,2.7,.517,0.9,1.1,.833,0.1,7.3,7.4,4.1,1.2,0.6,1.5,4.8,9.4,,121,105,https://www.basketball-reference.com/players/o/onealro01.html
348,Kyle O'Quinn,C,29,PHI,13,0,120,7.2,13.2,.545,2.0,4.8,.417,5.2,8.4,.619,0.8,2.4,.333,5.2,12.0,17.2,6.8,0.8,2.8,4.8,7.2,17.2,,109,101,https://www.basketball-reference.com/players/o/oquinky01.html
349,Semi Ojeleye,PF,25,BOS,17,1,214,3.4,8.8,.385,1.6,4.9,.318,1.8,3.8,.471,0.7,1.1,.600,0.9,4.9,5.8,1.3,1.1,0.2,0.7,3.6,9.0,,101,108,https://www.basketball-reference.com/players/o/ojelese01.html
350,Jahlil Okafor,C,24,NOP,11,5,193,10.0,15.2,.656,0.0,0.2,.000,10.0,15.0,.667,5.0,7.6,.656,5.0,7.4,12.3,3.1,0.9,3.1,4.0,7.6,24.9,,120,112,https://www.basketball-reference.com/players/o/okafoja01.html
351,Elie Okobo,PG,22,PHO,12,0,137,6.8,16.4,.417,3.4,7.5,.455,3.4,8.9,.385,3.1,5.8,.529,0.7,3.7,4.4,11.6,1.4,0.0,1.4,2.7,20.1,,121,112,https://www.basketball-reference.com/players/o/okoboel01.html
352,Josh Okogie,SG,21,MIN,16,2,391,5.2,11.6,.444,1.2,4.5,.263,4.0,7.2,.557,4.8,6.5,.745,2.8,7.2,10.0,3.6,2.1,0.7,2.8,4.1,16.3,,110,107,https://www.basketball-reference.com/players/o/okogijo01.html
353,KZ Okpala,SF,20,MIA,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,15.8,15.8,0.0,0.0,0.0,15.8,0.0,0.0,,0,104,https://www.basketball-reference.com/players/o/okpalkz01.html
354,Kelly Olynyk,C,28,MIA,17,0,402,6.0,13.2,.455,3.5,8.0,.441,2.5,5.2,.477,2.2,2.6,.864,2.1,9.2,11.3,3.2,2.1,0.8,3.1,5.2,17.8,,111,102,https://www.basketball-reference.com/players/o/olynyke01.html
355,Miye Oni,SG,22,UTA,2,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,,0,112,https://www.basketball-reference.com/players/o/onimi01.html
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 356
357,Cedi Osman,SF,24,CLE,18,18,534,5.4,13.5,.403,2.5,7.1,.359,2.9,6.4,.451,1.5,2.3,.680,0.8,5.5,6.3,3.3,1.6,0.4,2.0,3.8,14.9,,102,113,https://www.basketball-reference.com/players/o/osmande01.html
358,Kelly Oubre,SF,24,PHO,17,17,518,9.1,19.8,.459,2.2,6.4,.338,6.9,13.4,.517,6.0,7.3,.827,2.1,6.7,8.7,2.5,2.0,0.8,2.6,4.7,26.4,,110,108,https://www.basketball-reference.com/players/o/oubreke01.html
359,Jabari Parker,PF,24,ATL,18,13,508,12.0,23.3,.518,1.9,6.6,.292,10.1,16.6,.608,3.4,4.8,.712,3.5,7.4,10.8,3.4,2.5,0.8,3.1,5.9,29.4,,111,112,https://www.basketball-reference.com/players/p/parkeja01.html
360,Chandler Parsons,SF,31,ATL,2,0,19,7.4,17.2,.429,4.9,12.3,.400,2.5,4.9,.500,0.0,0.0,,2.5,4.9,7.4,0.0,7.4,0.0,2.5,2.5,19.7,,101,103,https://www.basketball-reference.com/players/p/parsoch01.html
361,Eric Paschall,PF,23,GSW,18,12,566,9.6,19.1,.504,1.0,3.8,.267,8.6,15.3,.563,5.4,6.6,.810,2.1,6.1,8.2,2.4,0.6,0.6,2.3,3.2,25.6,,112,117,https://www.basketball-reference.com/players/p/pascher01.html
362,Patrick Patterson,PF,30,LAC,17,11,243,5.0,13.5,.371,4.1,10.4,.389,1.0,3.1,.313,0.8,1.5,.500,2.3,6.9,9.3,2.5,0.4,0.4,1.2,2.7,14.9,,112,108,https://www.basketball-reference.com/players/p/pattepa01.html
363,Justin Patton,C,22,OKC,2,0,9,5.4,16.1,.333,0.0,5.4,.000,5.4,10.7,.500,0.0,0.0,,0.0,10.7,10.7,0.0,0.0,0.0,5.4,21.4,10.7,,49,110,https://www.basketball-reference.com/players/p/pattoju01.html
364,Chris Paul,PG,34,OKC,17,17,518,7.9,17.5,.452,2.7,6.9,.392,5.2,10.6,.491,7.1,8.0,.884,0.5,6.0,6.5,8.9,2.8,0.0,3.3,3.6,25.6,,120,108,https://www.basketball-reference.com/players/p/paulch01.html
365,Elfrid Payton,PG,25,NYK,4,3,102,5.3,13.9,.379,2.4,3.8,.625,2.9,10.1,.286,2.4,2.9,.833,1.4,4.3,5.8,7.2,4.8,0.0,3.4,3.8,15.4,,103,108,https://www.basketball-reference.com/players/p/paytoel01.html
366,Theo Pinson,SG,24,BRK,9,0,137,5.1,19.0,.268,2.0,9.2,.222,3.1,9.8,.310,2.4,2.7,.875,0.7,3.7,4.4,8.5,2.0,0.0,4.1,3.4,14.6,,81,111,https://www.basketball-reference.com/players/p/pinsoth01.html
367,Mason Plumlee,C,29,DEN,16,0,267,8.4,14.5,.582,0.0,0.4,.000,8.4,14.1,.597,3.8,7.3,.525,5.5,10.4,15.9,6.6,1.6,2.4,4.4,7.7,20.7,,111,99,https://www.basketball-reference.com/players/p/plumlma01.html
368,Vincent Poirier,C,26,BOS,6,0,31,4.7,12.4,.375,0.0,0.0,,4.7,12.4,.375,1.6,3.1,.500,7.8,4.7,12.4,4.7,1.6,3.1,4.7,10.9,10.9,,90,103,https://www.basketball-reference.com/players/p/poirivi01.html
369,Jakob Pöltl,C,24,SAS,19,5,334,6.4,11.4,.563,0.0,0.0,,6.4,11.4,.563,2.3,4.0,.571,6.0,9.7,15.6,4.0,1.4,2.7,2.6,5.0,15.1,,118,110,https://www.basketball-reference.com/players/p/poeltja01.html
370,Shamorie Ponds,PG,21,TOR,1,0,6,15.8,23.8,.667,0.0,7.9,.000,15.8,15.8,1.000,0.0,0.0,,0.0,7.9,7.9,15.8,0.0,0.0,0.0,15.8,31.7,,153,107,https://www.basketball-reference.com/players/p/pondssh01.html
371,Jordan Poole,SG,20,GSW,19,9,495,5.2,19.1,.270,2.3,9.8,.235,2.9,9.4,.306,3.3,3.8,.875,0.4,4.5,4.9,4.3,1.1,0.4,2.7,4.1,16.0,,81,117,https://www.basketball-reference.com/players/p/poolejo01.html
372,Kevin Porter,SF,19,CLE,17,1,355,5.8,14.8,.394,1.1,5.0,.216,4.8,9.8,.486,2.6,3.4,.760,0.8,6.1,6.9,4.6,1.9,0.5,3.0,6.1,15.4,,93,112,https://www.basketball-reference.com/players/p/porteke02.html
373,Michael Porter,PF,21,DEN,10,0,90,8.1,18.5,.441,1.1,5.4,.200,7.1,13.0,.542,2.7,4.3,.625,4.3,8.1,12.5,2.2,0.0,1.6,3.3,7.1,20.1,,97,105,https://www.basketball-reference.com/players/p/portemi01.html
374,Otto Porter,SF,26,CHI,9,9,226,7.3,17.4,.417,3.3,8.3,.400,3.9,9.1,.432,3.1,4.1,.750,1.7,4.8,6.4,2.9,1.9,0.6,1.5,4.1,20.9,,111,109,https://www.basketball-reference.com/players/p/porteot01.html
375,Bobby Portis,C,24,NYK,18,2,405,8.1,20.0,.406,2.5,6.2,.412,5.6,13.8,.404,1.5,1.9,.750,4.0,9.4,13.4,2.5,1.5,0.7,2.2,3.9,20.2,,102,111,https://www.basketball-reference.com/players/p/portibo01.html
376,Kristaps Porziņģis,PF,24,DAL,16,16,499,10.1,24.6,.410,3.5,9.6,.370,6.5,15.0,.436,4.3,6.2,.692,2.6,11.5,14.1,2.4,0.8,3.3,2.7,4.6,28.0,,103,105,https://www.basketball-reference.com/players/p/porzikr01.html
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 377
378,Dwight Powell,C,28,DAL,14,11,354,5.9,9.1,.657,0.4,1.1,.375,5.5,8.0,.695,1.9,3.5,.538,3.1,4.9,8.0,2.4,1.4,0.8,2.2,5.1,14.2,,123,111,https://www.basketball-reference.com/players/p/poweldw01.html
379,Norman Powell,SG,26,TOR,17,9,463,7.2,16.4,.438,2.7,7.8,.342,4.5,8.6,.524,3.1,3.7,.833,0.9,6.1,7.0,2.8,1.1,0.6,2.6,3.0,20.1,,104,106,https://www.basketball-reference.com/players/p/powelno01.html
380,Julius Randle,PF,25,NYK,18,18,587,9.4,21.1,.447,1.5,5.6,.269,7.9,15.5,.511,4.3,6.9,.627,3.8,9.8,13.5,5.4,1.2,0.3,5.1,4.6,24.7,,99,112,https://www.basketball-reference.com/players/r/randlju01.html
381,Cam Reddish,SF,20,ATL,16,14,395,4.7,16.1,.294,1.5,7.1,.217,3.2,9.0,.355,3.1,3.9,.788,1.1,5.7,6.7,3.3,1.8,0.6,3.4,3.7,14.1,,79,115,https://www.basketball-reference.com/players/r/reddica01.html
382,J.J. Redick,SG,35,NOP,17,13,479,7.6,17.0,.444,5.6,11.8,.480,1.9,5.3,.364,4.1,4.9,.843,0.4,4.4,4.8,3.1,0.8,0.5,2.3,2.5,24.9,,121,118,https://www.basketball-reference.com/players/r/redicjj01.html
383,Josh Richardson,SG,26,PHI,16,16,512,8.7,19.1,.456,3.0,7.8,.386,5.7,11.3,.504,3.7,4.7,.800,0.9,4.2,5.1,5.4,1.7,0.9,3.5,4.4,24.1,,108,105,https://www.basketball-reference.com/players/r/richajo01.html
384,Austin Rivers,SG,27,HOU,18,1,423,5.4,13.5,.400,2.2,7.7,.282,3.2,5.8,.556,1.7,2.5,.696,1.2,3.6,4.8,2.4,0.9,0.2,1.2,3.3,14.7,,106,114,https://www.basketball-reference.com/players/r/riverau01.html
385,Duncan Robinson,SF,25,MIA,17,12,425,6.7,15.1,.444,4.9,12.3,.400,1.8,2.8,.640,1.3,1.3,1.000,0.2,4.4,4.6,1.5,1.5,0.8,1.3,4.7,19.7,,115,106,https://www.basketball-reference.com/players/r/robindu01.html
386,Glenn Robinson,SF,26,GSW,19,19,604,7.1,14.6,.484,2.0,4.8,.410,5.1,9.8,.520,1.7,2.0,.846,2.5,4.5,7.1,3.2,1.6,0.3,1.3,2.4,17.8,,117,116,https://www.basketball-reference.com/players/r/robingl02.html
387,Jerome Robinson,SG,22,LAC,14,0,152,5.2,14.5,.362,2.5,7.4,.333,2.8,7.1,.391,0.6,1.2,.500,0.0,4.6,4.6,4.3,1.2,1.5,3.1,5.9,13.6,,87,106,https://www.basketball-reference.com/players/r/robinje01.html
388,Justin Robinson,PG,22,WAS,4,0,12,7.7,19.1,.400,3.8,3.8,1.000,3.8,15.3,.250,0.0,0.0,,3.8,7.7,11.5,7.7,0.0,0.0,7.7,0.0,19.1,,88,119,https://www.basketball-reference.com/players/r/robinju01.html
389,Mitchell Robinson,C,21,NYK,14,6,276,9.2,12.8,.722,0.0,0.0,,9.2,12.8,.722,4.8,6.6,.730,6.9,8.5,15.5,1.6,1.6,5.0,2.3,8.4,23.3,,140,106,https://www.basketball-reference.com/players/r/robinmi01.html
390,Rajon Rondo,PG,33,LAL,8,0,171,6.7,17.1,.393,2.8,7.0,.400,3.9,10.1,.389,1.4,2.0,.714,1.1,6.2,7.3,12.3,2.5,0.0,4.2,2.8,17.6,,104,103,https://www.basketball-reference.com/players/r/rondora01.html
391,Derrick Rose,PG,31,DET,13,1,309,13.0,26.5,.491,1.4,4.2,.333,11.6,22.3,.521,5.6,6.3,.900,0.9,2.8,3.8,11.0,1.7,0.9,6.0,2.7,33.1,,107,112,https://www.basketball-reference.com/players/r/rosede01.html
392,Terrence Ross,SG,28,ORL,15,0,360,8.6,22.1,.389,3.6,12.6,.283,5.1,9.6,.529,3.4,4.0,.862,0.7,5.5,6.1,2.0,1.9,0.4,2.5,3.3,24.2,,97,107,https://www.basketball-reference.com/players/r/rosste01.html
393,Terry Rozier,PG,25,CHO,19,19,613,9.0,21.2,.424,3.4,9.2,.368,5.6,12.0,.467,4.3,5.0,.859,1.1,4.8,5.9,6.5,1.7,0.3,4.5,3.3,25.7,,103,114,https://www.basketball-reference.com/players/r/roziete01.html
394,Ricky Rubio,PG,29,PHO,12,12,364,6.8,17.1,.398,1.7,5.0,.333,5.1,12.1,.426,4.6,5.4,.857,0.9,7.4,8.3,11.9,1.9,0.0,3.2,4.2,19.9,,111,108,https://www.basketball-reference.com/players/r/rubiori01.html
395,D'Angelo Russell,SG,23,GSW,10,10,315,12.8,28.1,.455,4.2,11.9,.354,8.6,16.2,.528,6.8,8.9,.763,0.3,5.1,5.4,10.1,1.2,0.8,5.1,2.7,36.5,,108,116,https://www.basketball-reference.com/players/r/russeda01.html
396,Domantas Sabonis,C,23,IND,15,15,510,10.6,20.9,.509,0.5,1.8,.263,10.1,19.1,.532,5.2,6.4,.821,5.4,13.5,18.9,5.1,0.9,0.9,3.7,4.9,26.9,,114,102,https://www.basketball-reference.com/players/s/sabondo01.html
397,JaKarr Sampson,SF,26,IND,9,7,166,6.7,11.9,.561,0.6,2.9,.200,6.1,9.0,.677,0.6,2.0,.286,2.0,5.0,7.0,1.2,1.5,1.7,1.7,6.7,14.6,,106,104,https://www.basketball-reference.com/players/s/sampsja02.html
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 398
399,Dario Šarić,PF,25,PHO,17,17,468,6.7,15.8,.424,3.1,7.9,.392,3.6,7.9,.456,1.7,2.1,.810,2.8,9.0,11.8,3.4,1.8,0.7,2.5,4.1,18.2,,105,107,https://www.basketball-reference.com/players/s/saricda01.html
400,Tomáš Satoranský,PG,28,CHI,19,19,495,6.2,13.5,.462,2.4,5.4,.439,3.9,8.1,.477,1.7,2.0,.857,1.6,4.4,6.1,9.2,2.7,0.3,3.9,4.0,16.6,,110,108,https://www.basketball-reference.com/players/s/satorto01.html
401,Admiral Schofield,SF,22,WAS,6,0,52,6.2,8.8,.700,3.5,6.2,.571,2.7,2.7,1.000,3.5,3.5,1.000,1.8,5.3,7.1,0.9,0.0,0.0,0.0,2.7,19.4,,188,121,https://www.basketball-reference.com/players/s/schofad01.html
402,Dennis Schröder,PG,26,OKC,17,0,490,9.5,21.8,.437,2.2,7.6,.286,7.4,14.3,.517,3.5,4.7,.750,0.8,6.1,6.9,6.4,1.4,0.5,4.8,4.1,24.8,,96,110,https://www.basketball-reference.com/players/s/schrode01.html
403,Mike Scott,PF,31,PHI,18,0,341,5.8,13.3,.432,2.9,8.3,.356,2.8,5.1,.556,1.1,1.3,.889,1.8,6.9,8.7,1.7,0.7,0.3,1.0,4.1,15.6,,114,107,https://www.basketball-reference.com/players/s/scottmi01.html
404,Thabo Sefolosha,PF,35,HOU,15,0,165,3.0,10.5,.289,1.9,6.6,.292,1.1,3.9,.286,0.0,0.0,,2.8,7.2,10.0,3.9,1.7,1.1,1.1,4.4,8.0,,99,109,https://www.basketball-reference.com/players/s/sefolth01.html
405,Collin Sexton,SG,21,CLE,18,18,549,10.8,24.8,.436,2.0,6.2,.329,8.8,18.6,.472,4.8,5.9,.806,1.5,3.8,5.3,3.6,1.1,0.1,3.0,3.3,28.4,,103,116,https://www.basketball-reference.com/players/s/sextoco01.html
406,Landry Shamet,SG,22,LAC,10,10,294,4.8,12.3,.390,3.3,9.3,.362,1.4,3.0,.474,1.6,1.6,1.000,0.0,2.4,2.4,2.7,0.6,0.2,1.9,4.9,14.5,,106,111,https://www.basketball-reference.com/players/s/shamela01.html
407,Iman Shumpert,SG,29,BRK,7,0,132,3.9,12.3,.314,2.1,8.5,.250,1.8,3.9,.455,1.1,1.8,.600,1.8,5.6,7.4,1.8,2.5,0.4,2.8,4.6,10.9,,81,109,https://www.basketball-reference.com/players/s/shumpim01.html
408,Pascal Siakam,PF,25,TOR,17,17,624,12.6,26.3,.478,3.2,8.1,.393,9.4,18.1,.517,5.3,6.5,.824,1.9,8.9,10.8,5.0,1.1,1.0,3.7,4.0,33.7,,111,103,https://www.basketball-reference.com/players/s/siakapa01.html
409,Chris Silva,PF,23,MIA,16,0,161,7.4,10.9,.676,0.0,0.6,.000,7.4,10.3,.714,4.1,5.9,.700,9.1,10.3,19.5,3.2,1.2,3.5,6.8,13.0,18.9,,111,99,https://www.basketball-reference.com/players/s/silvach01.html
410,Ben Simmons,PG,23,PHI,16,16,542,7.7,14.1,.544,0.1,0.2,.500,7.6,14.0,.544,2.5,4.2,.583,2.2,7.9,10.1,11.5,3.2,0.8,5.4,4.7,17.9,,106,100,https://www.basketball-reference.com/players/s/simmobe01.html
411,Anfernee Simons,SG,20,POR,19,1,414,8.5,19.7,.429,3.3,9.2,.354,5.2,10.5,.495,2.8,3.7,.758,0.5,3.3,3.7,2.9,1.1,0.2,2.1,4.2,23.0,,106,115,https://www.basketball-reference.com/players/s/simonan01.html
412,Marcus Smart,SG,25,BOS,17,12,555,6.4,16.3,.394,3.5,10.0,.345,2.9,6.2,.472,2.0,2.3,.885,1.2,4.0,5.2,7.5,2.2,0.7,1.5,3.2,18.3,,116,106,https://www.basketball-reference.com/players/s/smartma01.html
413,Dennis Smith,PG,22,NYK,11,0,172,6.6,19.7,.333,2.0,6.3,.318,4.6,13.4,.340,1.4,2.3,.625,2.6,2.6,5.1,8.3,1.7,0.3,4.6,7.4,16.5,,87,115,https://www.basketball-reference.com/players/s/smithde03.html
414,Ish Smith,PG,31,WAS,16,5,388,6.5,14.8,.440,1.4,4.1,.343,5.1,10.7,.478,0.9,1.5,.615,1.2,5.1,6.3,8.1,1.4,0.8,2.1,3.0,15.4,,109,116,https://www.basketball-reference.com/players/s/smithis01.html
415,Tony Snell,SF,28,DET,14,13,372,5.6,12.4,.453,3.9,8.7,.448,1.7,3.6,.464,0.5,0.5,1.000,0.7,2.2,2.9,3.0,0.9,0.3,0.8,3.3,15.6,,124,115,https://www.basketball-reference.com/players/s/snellto01.html
416,Omari Spellman,PF,22,GSW,18,0,329,7.2,16.8,.427,2.0,5.3,.378,5.2,11.5,.450,3.6,4.6,.781,6.3,8.6,15.0,2.9,1.7,1.9,3.5,3.5,20.0,,106,111,https://www.basketball-reference.com/players/s/spellom01.html
417,Max Strus,SG,23,CHI,1,0,5,18.7,28.1,.667,0.0,9.4,.000,18.7,18.7,1.000,9.4,9.4,1.000,9.4,0.0,9.4,0.0,0.0,0.0,0.0,9.4,46.9,,153,117,https://www.basketball-reference.com/players/s/strusma01.html
418,Edmond Sumner,PG,24,IND,3,2,67,6.5,13.0,.500,0.0,2.2,.000,6.5,10.8,.600,2.2,3.6,.600,0.7,1.4,2.2,4.3,3.6,0.7,0.7,6.5,15.2,,114,103,https://www.basketball-reference.com/players/s/sumneed01.html
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 419
420,Caleb Swanigan,PF,22,SAC,4,0,11,4.5,8.9,.500,0.0,0.0,,4.5,8.9,.500,4.5,8.9,.500,4.5,13.4,17.9,0.0,4.5,8.9,13.4,13.4,13.4,,57,90,https://www.basketball-reference.com/players/s/swanica01.html
421,Jayson Tatum,PF,21,BOS,17,17,582,10.3,25.7,.402,3.0,8.6,.346,7.4,17.1,.430,4.8,5.9,.817,2.1,7.8,9.9,3.7,1.8,0.8,2.8,3.4,28.4,,101,104,https://www.basketball-reference.com/players/t/tatumja01.html
422,Jeff Teague,PG,31,MIN,14,11,408,6.1,14.8,.412,1.0,4.1,.250,5.1,10.7,.474,6.3,7.5,.836,0.8,3.4,4.2,11.9,1.6,0.6,3.3,3.5,19.5,,116,111,https://www.basketball-reference.com/players/t/teaguje01.html
