,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,url_list,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,salary,Team,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,cluster
439,Allonzo Trier,PG,24,NYK,8,1,117,6.7,14.2,0.471,3.8,8.4,0.45,2.9,5.9,0.5,6.7,8.8,0.762,0.4,4.6,5,5,0.8,1.3,5.9,8,23.9,107,114,https://www.basketball-reference.com/players/t/trieral01.html,12.2,0.659,0.588,0.618,0.8,10.6,5.4,15.9,0.8,2.5,24.5,20.7,0.1,0,0.1,0.06,-1.1,-2.3,-3.5,0,"$3,551,100 ",Knicks,117,-4.3,-6.4,-10.7,-12.2,1.8,-10.4,-5.8,-5.3,-11,-0.5,2
440,P.J. Tucker,PF,34,HOU,17,17,593,4.8,8.9,0.534,2.5,5.6,0.452,2.2,3.3,0.674,0.8,1.1,0.786,1.8,6,7.8,1.8,1.8,0.7,1.2,4.3,12.9,131,110,https://www.basketball-reference.com/players/t/tuckepj01.html,11.4,0.678,0.642,0.132,4.2,13.5,8.8,5.2,1.7,1.2,12.5,9.3,0.9,0.5,1.4,0.123,0.8,1.2,2,0.6,"$8,349,039 ",Rockets,593,-0.4,1.6,1.3,-2.7,1.7,-1,-0.8,1.7,0.9,1.1,5
441,Evan Turner,PG,31,ATL,8,0,100,7.5,15,0.5,0,0.9,0,7.5,14.1,0.533,4.2,4.7,0.9,1.4,5.6,7,6.6,2.3,0.5,4.2,6.1,19.2,105,114,https://www.basketball-reference.com/players/t/turneev01.html,13.4,0.563,0.063,0.313,3.4,13.4,8.4,21,2.3,0.9,19.8,18.9,0.1,0,0.1,0.046,-2.4,-1.6,-4,0,"$18,606,557 ",Hawks,100,-0.9,-8.1,-9,-3,2.6,-0.4,-1.3,-6.6,-7.9,-0.3,1
442,Myles Turner,C,23,IND,7,7,219,8,16.3,0.486,3.1,7.1,0.438,4.9,9.3,0.524,1.8,2.4,0.727,2.9,8,10.8,1.5,0.9,3.3,3.1,2.9,20.8,106,101,https://www.basketball-reference.com/players/t/turnemy01.html,15.7,0.596,0.432,0.149,6.4,17.7,12.1,4.5,0.9,6.1,15.1,18.2,0.2,0.4,0.6,0.124,-1,2.7,1.7,0.2,"$18,000,000 ",Pacers,219,-2.9,-4.3,-7.2,-2.8,-8.9,-11.7,-3,-5.3,-8.3,-0.6,1
445,Fred VanVleet,PG,25,TOR,15,15,570,7.2,18.5,0.388,3.1,8.3,0.37,4.1,10.3,0.403,5,5.5,0.91,0.2,4.6,4.9,9.5,2.2,0.2,3.2,2.8,22.5,111,105,https://www.basketball-reference.com/players/v/vanvlfr01.html,16,0.537,0.446,0.299,0.6,9.4,5.3,29.3,2.2,0.3,13.3,21.9,0.9,0.8,1.7,0.142,1.4,0.2,1.5,0.5,"$9,000,000 ",Raptors,570,2.2,-0.1,2.1,-2.6,-0.5,-3.1,1.5,-0.2,1.2,1.2,7
446,Noah Vonleh,C,24,MIN,14,1,177,5.2,11.1,0.465,0.3,2.6,0.1,4.9,8.6,0.576,4.1,4.9,0.842,4.4,8.8,13.2,3.9,1,0.8,3.4,5.2,14.8,109,109,https://www.basketball-reference.com/players/v/vonleno01.html,12.5,0.555,0.233,0.442,9.8,19.5,14.6,11.7,1,1.4,20.2,14.7,0.2,0.2,0.3,0.089,-2.5,0.5,-1.9,0,"$2,000,000 ",Timberwolves,177,-3.7,0.7,-3,-2.8,1.4,-1.4,-3.7,0.8,-2.9,0,9
447,Moritz Wagner,C,22,WAS,14,0,264,11.7,18.5,0.632,3,6.1,0.486,8.7,12.4,0.704,3.7,4.5,0.808,3.5,10.7,14.2,2.8,1.4,1.9,5.6,9.4,30.1,115,111,https://www.basketball-reference.com/players/w/wagnemo01.html,20.5,0.738,0.34,0.268,7.4,23.8,15.4,7,1.5,3.8,21.7,23,0.5,0.2,0.6,0.125,1.9,-0.6,1.3,0.2,"$2,063,520 ",Wizards,264,0.8,5.2,6,-1,9.1,8.1,0.5,6.3,6.7,1.3,9
448,Kemba Walker,PG,29,BOS,15,15,485,9.9,24.6,0.4,5,12.9,0.389,4.8,11.7,0.412,6.5,7.1,0.917,1.5,5.3,6.8,6.9,1.4,0.8,3.2,2.8,31.3,112,105,https://www.basketball-reference.com/players/w/walkeke02.html,20.1,0.563,0.524,0.288,3.1,11.2,7.2,23.3,1.4,1.5,10.2,27.5,1,0.7,1.7,0.166,4.1,-0.3,3.8,0.7,"$34,379,100 ",Celtics,485,3.9,2.2,6,10.1,-7.4,2.6,5.1,0.6,5.7,2.1,7
449,Tyrone Wallace,SG,25,ATL,11,0,129,4.4,12.7,0.343,0,3.6,0,4.4,9.1,0.48,4,6.2,0.647,1.1,5.8,6.9,4.4,1.8,0,3.3,5.8,12.7,84,116,https://www.basketball-reference.com/players/w/wallaty01.html,4.9,0.412,0.286,0.486,2.6,13.8,8.2,12.7,1.8,0,17.5,16.6,-0.2,0,-0.2,-0.068,-5.7,-2.3,-8,-0.2,"$1,588,231 ",Hawks,129,-3.3,0.4,-2.9,-7.5,7.1,-0.4,-4.2,1.6,-2.5,0,3
450,Brad Wanamaker,PG,30,BOS,15,0,253,6.6,12.5,0.53,1.1,3.2,0.353,5.5,9.3,0.592,5.9,6.2,0.939,0.6,4.7,5.3,7.9,2.5,0.4,3.4,4.7,20.2,123,104,https://www.basketball-reference.com/players/w/wanambr01.html,17.4,0.664,0.258,0.5,1.2,9.9,5.6,24.1,2.5,0.7,18.3,16.6,0.6,0.4,1,0.192,0.6,0.5,1.1,0.2,"$1,445,697 ",Celtics,253,2.1,1.6,3.7,-1.3,3.5,2.3,1.6,1.9,3.5,0.8,7
451,T.J. Warren,SF,26,IND,15,15,502,9.9,21,0.472,1.2,4,0.286,8.8,17,0.517,2.8,3.5,0.806,1,4.2,5.2,1.5,1.7,0.6,1.9,3.8,23.8,102,105,https://www.basketball-reference.com/players/w/warretj01.html,12.8,0.528,0.193,0.165,2.2,9.4,5.8,4.8,1.7,1.1,7.9,21.7,0.2,0.7,0.9,0.085,-2,-0.1,-2.2,0,"$10,810,000 ",Pacers,502,-1.9,2.5,0.6,-4.4,3,-1.4,-2.4,2.7,0.2,0.8,8
452,Russell Westbrook,PG,31,HOU,15,15,502,11,26.5,0.414,1.8,7.9,0.23,9.2,18.6,0.493,6.4,9.1,0.71,1.9,8.3,10.2,9.3,2.2,0.5,5.4,5.3,30.2,101,108,https://www.basketball-reference.com/players/w/westbru01.html,17.8,0.491,0.301,0.331,4.6,19,11.8,35.1,2.3,0.9,15.2,32,0.1,0.6,0.7,0.072,-0.1,1.1,0.9,0.3,"$38,178,000 ",Rockets,502,-0.5,-2.2,-2.6,-4,-1.6,-5.7,-1.1,-2.2,-3.3,-0.1,6
453,Coby White,SG,19,CHI,17,0,432,9.3,24.1,0.386,4,11.2,0.356,5.3,12.9,0.412,2.9,3.7,0.794,0.5,6.2,6.7,4.2,1.5,0,2.8,2.9,25.5,98,110,https://www.basketball-reference.com/players/w/whiteco01.html,12.2,0.496,0.466,0.152,1.1,14.2,7.4,14.7,1.5,0,9.8,25.2,-0.1,0.4,0.3,0.028,-1.3,-2,-3.4,-0.1,"$5,307,120 ",Bulls,432,-1,-0.8,-1.8,-2.5,2,-0.5,-1.2,-0.4,-1.6,0.3,8
454,Derrick White,SG,25,SAS,15,3,354,6.7,14.7,0.455,1.5,3.9,0.379,5.2,10.8,0.481,4.8,6.1,0.783,1.3,4.1,5.5,5.5,1.1,1.6,2.7,5.5,19.6,112,115,https://www.basketball-reference.com/players/w/whitede01.html,13.8,0.564,0.264,0.418,3,9.6,6.2,15.6,1.1,2.8,13.3,17.8,0.5,0.1,0.6,0.079,-0.2,-1.1,-1.3,0.1,"$1,948,080 ",Spurs,354,-0.1,-0.5,-0.6,-2.6,-0.5,-3.1,-0.6,-0.4,-1,0.3,2
455,Hassan Whiteside,C,30,POR,14,14,394,9.9,16.9,0.587,0,0,0,9.9,16.9,0.587,4.8,6.1,0.788,6.3,13.6,19.9,1.5,0.6,3,3.4,4.7,24.7,120,107,https://www.basketball-reference.com/players/w/whiteha01.html,23.1,0.63,0,0.364,13.6,29.6,21.6,5.2,0.6,5.2,14.9,20.5,1,0.5,1.5,0.18,-0.8,1,0.2,0.2,"$27,093,018 ",Trail Blazers,394,-0.4,2.6,2.2,-1.4,-3.3,-4.7,-0.6,1.8,1.2,0.8,4
456,Andrew Wiggins,SF,24,MIN,13,13,452,13.1,27.9,0.469,2.9,8.9,0.33,10.1,19,0.535,4.2,6,0.695,1.7,5.1,6.8,4.7,0.8,1.5,2.4,3.2,33.3,110,111,https://www.basketball-reference.com/players/w/wiggian01.html,20.3,0.545,0.32,0.215,3.8,11.2,7.5,18.4,0.8,2.6,7.4,29.1,0.8,0.3,1.1,0.116,2.2,-1.4,0.8,0.3,"$27,270,000 ",Timberwolves,452,3,-3.2,-0.2,4.3,-2,2.4,3.5,-3.2,0.3,0.7,7
457,Grant Williams,PF,21,BOS,14,0,224,2.6,9.4,0.273,0,4.1,0,2.6,5.3,0.48,2.6,3.2,0.8,2.6,4.9,7.5,3,1.7,1.9,2.6,6,7.7,81,104,https://www.basketball-reference.com/players/w/willigr01.html,4.7,0.356,0.432,0.341,5.4,10.3,7.9,8.1,1.7,3.6,19.2,11.9,-0.3,0.4,0,0.007,-5.5,3.4,-2.1,0,"$2,379,840 ",Celtics,224,-6.6,1.3,-5.3,-2.2,5.8,3.6,-6.2,2,-4.2,-0.2,6
458,Kenrich Williams,PF,25,NOP,17,9,430,3.7,8.8,0.422,1.8,5.4,0.333,1.9,3.4,0.563,0.9,1.8,0.471,3.3,7.9,11.2,3.5,1.8,1.5,1.4,5,10.1,116,112,https://www.basketball-reference.com/players/w/willike04.html,11.6,0.528,0.617,0.198,7.5,18.8,13,9.2,1.9,2.8,12,9.9,0.5,0.3,0.7,0.087,0,2,2,0.4,"$1,416,852 ",Pelicans,430,-0.3,2.2,1.9,3.7,4.2,7.9,0.3,2.7,3,1.3,5
459,Lou Williams,SG,33,LAC,17,3,547,10.7,24.6,0.434,2.5,7,0.358,8.2,17.6,0.463,9,10.5,0.861,1,4.2,5.2,8.4,0.8,0.3,4.4,2.2,32.8,113,109,https://www.basketball-reference.com/players/w/willilo02.html,19.8,0.557,0.276,0.418,2.2,9.1,5.8,29.1,0.8,0.5,13.1,29.6,1.2,0.5,1.6,0.151,2.4,-1.9,0.4,0.3,"$8,000,000 ",Clippers,547,5.3,-4.4,1,-1.3,-7.7,-9,4.5,-5.1,-0.7,0.6,7
460,Marvin Williams,PF,33,CHO,17,0,330,6.8,13.4,0.511,3.2,7.6,0.423,3.6,5.8,0.625,2.2,2.6,0.833,1,5.2,6.3,1.6,1.5,0.7,1.6,4.1,19.1,121,114,https://www.basketball-reference.com/players/w/willima02.html,13.4,0.656,0.565,0.196,2.3,12.6,7.2,5,1.5,1.3,9.9,14.4,0.6,0.1,0.7,0.098,0.5,-1.5,-1,0.1,"$15,006,250 ",Hornets,330,0.6,-1.5,-0.8,1.9,0.1,2,0.9,-1.2,-0.3,0.4,2
462,D.J. Wilson,PF,23,MIL,7,0,55,6.6,16.4,0.4,2.5,11.5,0.214,4.1,4.9,0.833,0,0,0,2.5,6.6,9,4.1,0,0.8,3.3,2.5,15.6,94,108,https://www.basketball-reference.com/players/w/wilsodj01.html,8.2,0.475,0.7,0,5.6,13.6,9.8,12.1,0,1.6,16.7,17.7,0,0.1,0,0.024,-2.7,-1.4,-4,0,"$2,961,120 ",Bucks,55,-6.3,-10.3,-16.6,-6.7,-10.2,-16.9,-6.8,-10.9,-17.6,-0.4,3
463,Justise Winslow,SF,23,MIA,5,5,181,7.3,18.9,0.389,0.8,3.1,0.25,6.5,15.7,0.417,2.6,4.5,0.588,2.4,8.1,10.5,6.3,1.3,0.8,4.2,4.5,18.1,90,104,https://www.basketball-reference.com/players/w/winslju01.html,9.2,0.434,0.167,0.236,6,18.5,12.6,20.1,1.3,1.6,16.8,22.6,-0.3,0.3,0,0.01,-5,1.3,-3.7,-0.1,"$13,000,000 ",Heat,181,-2.6,2.4,-0.1,-0.9,8.4,7.5,-2.4,3.5,1.1,0.4,6
464,Christian Wood,PF,24,DET,14,0,206,9.8,16.5,0.592,2.6,5.4,0.478,7.2,11.2,0.646,4.9,7.2,0.677,3.5,10.2,13.7,1.4,0.9,3.7,2.8,2.8,27,123,107,https://www.basketball-reference.com/players/w/woodch01.html,23.3,0.685,0.324,0.437,8.5,24.5,16.6,4.8,0.9,6.4,12.4,20.3,0.5,0.2,0.8,0.185,1,0.2,1.1,0.2,"$1,645,357 ",Pistons,206,0.8,2.4,3.2,-4.5,6.5,2.1,0,3.2,3.2,0.6,9
465,Delon Wright,SG,27,DAL,16,2,360,6.7,13.3,0.5,1.1,3.5,0.308,5.6,9.9,0.568,2.9,3.7,0.786,1.6,5.7,7.3,6.8,2.5,0.8,1.3,2.7,17.3,128,108,https://www.basketball-reference.com/players/w/wrighde01.html,18,0.6,0.27,0.303,3.2,12.3,7.9,18.4,2.7,1.5,8.2,13.8,0.9,0.4,1.3,0.188,1.9,1.4,3.3,0.4,"$9,473,684 ",Mavericks,360,2.2,2.2,4.4,-1.8,4.1,2.3,1.6,2.6,4.2,1.3,5
466,Thaddeus Young,PF,31,CHI,17,0,373,8,19.8,0.405,2.4,7.9,0.302,5.6,11.9,0.474,1.8,2.9,0.609,3.9,5.3,9.1,3.6,2.1,0.8,3.3,3.4,20.2,96,108,https://www.basketball-reference.com/players/y/youngth01.html,12.5,0.479,0.399,0.146,8.3,12.1,10.1,12.2,2.1,1.5,13.4,21.4,-0.2,0.4,0.2,0.032,-1.5,0.2,-1.3,0.1,"$12,900,000 ",Bulls,373,-3.6,1.6,-2,-4.1,-2.1,-6.2,-3.8,1,-2.8,0,6
467,Trae Young,PG,21,ATL,15,15,511,11.6,26.8,0.435,4,11.5,0.349,7.6,15.2,0.5,8.2,10,0.826,0.6,5.4,6,11.9,2.2,0.1,6.5,1.5,35.6,109,115,https://www.basketball-reference.com/players/y/youngtr01.html,22.8,0.571,0.432,0.373,1.5,12.9,7.2,44,2.2,0.2,17.3,33.4,0.9,0.1,1.1,0.099,5.9,-2.7,3.2,0.7,"$6,273,000 ",Hawks,511,3.6,-1.6,2.1,7.1,-13.1,-6,4.5,-3.5,1,1,7
468,Cody Zeller,C,27,CHO,16,16,401,8.4,16.4,0.511,1.3,3.5,0.379,7.1,12.9,0.546,3.5,5.4,0.644,6.2,10.1,16.3,2.5,1,0.7,3,5,21.6,114,112,https://www.basketball-reference.com/players/z/zelleco01.html,17.2,0.574,0.212,0.328,13.8,24.1,18.8,8.3,1,1.3,13.8,19.5,0.7,0.2,0.9,0.108,-0.2,-1,-1.2,0.1,"$14,471,910 ",Hornets,401,-1.1,-3.3,-4.4,-2.8,-7.2,-10,-1.4,-4,-5.4,-0.5,9
469,Ivica Zubac,C,22,LAC,17,15,272,9.5,15.9,0.598,0,0.2,0,9.5,15.7,0.604,5.5,7.1,0.78,7.4,13.3,20.8,2.8,0.5,3.6,2.8,6.7,24.6,129,100,https://www.basketball-reference.com/players/z/zubaciv01.html,26.2,0.664,0.012,0.453,15.9,28.4,22.3,9.9,0.6,7.5,12.7,19.1,1,0.5,1.5,0.283,2,4,6,0.5,"$6,481,482 ",Clippers,272,0.9,3.8,4.6,-4.1,3.5,-0.7,0,3.8,3.9,0.9,4
